movement_id,product_id,movement_date,movement_type,quantity_change,reference_type,reference_id
MOV-0001305,PRD-0034,2026-08-31,SALE,-3,Order,ORD-000405
MOV-0001306,PRD-0005,2026-08-31,SALE,-13,Order,ORD-000405
MOV-0001307,PRD-0004,2026-08-31,SALE,-14,Order,ORD-000405
MOV-0001308,PRD-0066,2026-08-31,SALE,-6,Order,ORD-000405
MOV-0001309,PRD-0069,2025-11-21,SALE,-8,Order,ORD-000406
MOV-0001310,PRD-0015,2025-11-21,SALE,-12,Order,ORD-000406
MOV-0001311,PRD-0024,2025-11-21,SALE,-37,Order,ORD-000406
MOV-0001312,PRD-0060,2025-11-21,SALE,-12,Order,ORD-000406
MOV-0001313,PRD-0036,2025-06-04,SALE,-4,Order,ORD-000407
MOV-0001314,PRD-0052,2026-03-14,SALE,-13,Order,ORD-000408
MOV-0001315,PRD-0005,2026-03-14,SALE,-9,Order,ORD-000408
MOV-0001316,PRD-0048,2026-03-14,SALE,-9,Order,ORD-000408
MOV-0001317,PRD-0053,2026-03-14,SALE,-2,Order,ORD-000408
MOV-0001318,PRD-0004,2025-04-09,SALE,-16,Order,ORD-000409
MOV-0001319,PRD-0066,2025-04-09,SALE,-33,Order,ORD-000409
MOV-0001320,PRD-0069,2025-04-09,SALE,-16,Order,ORD-000409
MOV-0001321,PRD-0034,2025-04-09,SALE,-7,Order,ORD-000409
MOV-0001322,PRD-0037,2025-04-09,SALE,-20,Order,ORD-000409
MOV-0001323,PRD-0025,2025-04-09,SALE,-10,Order,ORD-000409
MOV-0001324,PRD-0013,2025-04-09,SALE,-59,Order,ORD-000409
MOV-0001325,PRD-0013,2025-05-13,SALE,-22,Order,ORD-000410
MOV-0001326,PRD-0007,2026-06-12,SALE,-4,Order,ORD-000411
MOV-0001327,PRD-0005,2026-06-12,SALE,-13,Order,ORD-000411
MOV-0001328,PRD-0066,2025-04-28,SALE,-25,Order,ORD-000412
MOV-0001329,PRD-0064,2025-04-28,SALE,-4,Order,ORD-000412
MOV-0001330,PRD-0005,2025-04-28,SALE,-42,Order,ORD-000412
MOV-0001331,PRD-0054,2025-04-28,SALE,-49,Order,ORD-000412
MOV-0001332,PRD-0021,2025-04-28,SALE,-11,Order,ORD-000412
MOV-0001333,PRD-0068,2025-04-28,SALE,-21,Order,ORD-000412
MOV-0001334,PRD-0053,2026-06-10,SALE,-16,Order,ORD-000414
MOV-0001335,PRD-0038,2026-06-10,SALE,-25,Order,ORD-000414
MOV-0001336,PRD-0037,2026-06-10,SALE,-66,Order,ORD-000414
MOV-0001337,PRD-0069,2026-06-10,SALE,-16,Order,ORD-000414
MOV-0001338,PRD-0031,2025-11-10,SALE,-19,Order,ORD-000416
MOV-0001339,PRD-0064,2025-11-10,SALE,-2,Order,ORD-000416
MOV-0001340,PRD-0034,2025-11-10,SALE,-8,Order,ORD-000416
MOV-0001341,PRD-0005,2025-11-10,SALE,-29,Order,ORD-000416
MOV-0001342,PRD-0007,2025-11-10,SALE,-2,Order,ORD-000416
MOV-0001343,PRD-0007,2026-04-15,SALE,-12,Order,ORD-000417
MOV-0001344,PRD-0064,2026-04-15,SALE,-12,Order,ORD-000417
MOV-0001345,PRD-0053,2026-04-15,SALE,-19,Order,ORD-000417
MOV-0001346,PRD-0034,2026-04-15,SALE,-15,Order,ORD-000417
MOV-0001347,PRD-0045,2026-04-15,SALE,-27,Order,ORD-000417
MOV-0001348,PRD-0069,2026-04-15,SALE,-15,Order,ORD-000417
MOV-0001349,PRD-0034,2025-08-01,SALE,-3,Order,ORD-000419
MOV-0001350,PRD-0007,2025-08-01,SALE,-2,Order,ORD-000419
MOV-0001351,PRD-0059,2025-08-01,SALE,-10,Order,ORD-000419
MOV-0001352,PRD-0005,2025-08-01,SALE,-13,Order,ORD-000419
MOV-0001353,PRD-0068,2025-08-01,SALE,-5,Order,ORD-000419
MOV-0001354,PRD-0036,2025-08-29,SALE,-3,Order,ORD-000420
MOV-0001355,PRD-0069,2025-08-29,SALE,-19,Order,ORD-000420
MOV-0001356,PRD-0027,2025-08-29,SALE,-57,Order,ORD-000420
MOV-0001357,PRD-0066,2025-08-29,SALE,-16,Order,ORD-000420
MOV-0001358,PRD-0005,2025-08-29,SALE,-19,Order,ORD-000420
MOV-0001359,PRD-0009,2025-08-29,SALE,-13,Order,ORD-000420
MOV-0001360,PRD-0057,2026-04-13,SALE,-4,Order,ORD-000421
MOV-0001361,PRD-0045,2026-04-13,SALE,-47,Order,ORD-000421
MOV-0001362,PRD-0027,2026-04-13,SALE,-54,Order,ORD-000421
MOV-0001363,PRD-0049,2025-05-31,SALE,-11,Order,ORD-000422
MOV-0001364,PRD-0007,2025-05-31,SALE,-5,Order,ORD-000422
MOV-0001365,PRD-0037,2025-05-31,SALE,-40,Order,ORD-000422
MOV-0001366,PRD-0050,2025-05-31,SALE,-11,Order,ORD-000422
MOV-0001367,PRD-0064,2025-05-31,SALE,-16,Order,ORD-000422
MOV-0001368,PRD-0021,2025-05-31,SALE,-11,Order,ORD-000422
MOV-0001369,PRD-0053,2025-05-31,SALE,-8,Order,ORD-000422
MOV-0001370,PRD-0050,2025-11-05,SALE,-6,Order,ORD-000423
MOV-0001371,PRD-0069,2025-11-05,SALE,-4,Order,ORD-000423
MOV-0001372,PRD-0053,2025-11-05,SALE,-8,Order,ORD-000423
MOV-0001373,PRD-0009,2025-11-05,SALE,-13,Order,ORD-000423
MOV-0001374,PRD-0031,2025-11-05,SALE,-31,Order,ORD-000423
MOV-0001375,PRD-0058,2025-12-17,SALE,-5,Order,ORD-000425
MOV-0001376,PRD-0023,2025-12-17,SALE,-5,Order,ORD-000425
MOV-0001377,PRD-0009,2026-08-02,SALE,-4,Order,ORD-000427
MOV-0001378,PRD-0065,2026-08-02,SALE,-14,Order,ORD-000427
MOV-0001379,PRD-0034,2026-08-02,SALE,-3,Order,ORD-000427
MOV-0001380,PRD-0030,2026-08-02,SALE,-12,Order,ORD-000427
MOV-0001381,PRD-0052,2025-05-06,SALE,-9,Order,ORD-000428
MOV-0001382,PRD-0007,2025-05-06,SALE,-13,Order,ORD-000428
MOV-0001383,PRD-0053,2025-05-06,SALE,-9,Order,ORD-000428
MOV-0001384,PRD-0014,2025-05-06,SALE,-16,Order,ORD-000428
MOV-0001385,PRD-0034,2025-05-06,SALE,-3,Order,ORD-000428
MOV-0001386,PRD-0049,2025-05-06,SALE,-19,Order,ORD-000428
MOV-0001387,PRD-0040,2025-05-06,SALE,-13,Order,ORD-000428
MOV-0001388,PRD-0017,2025-03-29,SALE,-5,Order,ORD-000430
MOV-0001389,PRD-0053,2025-03-29,SALE,-7,Order,ORD-000430
MOV-0001390,PRD-0040,2025-03-29,SALE,-12,Order,ORD-000430
MOV-0001391,PRD-0034,2025-03-29,SALE,-2,Order,ORD-000430
MOV-0001392,PRD-0026,2025-03-29,SALE,-17,Order,ORD-000430
MOV-0001393,PRD-0066,2026-06-16,SALE,-5,Order,ORD-000431
MOV-0001394,PRD-0013,2026-06-16,SALE,-41,Order,ORD-000431
MOV-0001395,PRD-0069,2026-06-16,SALE,-11,Order,ORD-000431
MOV-0001396,PRD-0005,2025-12-09,SALE,-36,Order,ORD-000432
MOV-0001397,PRD-0066,2025-12-09,SALE,-48,Order,ORD-000432
MOV-0001398,PRD-0011,2025-12-09,SALE,-20,Order,ORD-000432
MOV-0001399,PRD-0032,2025-07-05,SALE,-8,Order,ORD-000434
MOV-0001400,PRD-0005,2025-07-05,SALE,-31,Order,ORD-000434
MOV-0001401,PRD-0053,2025-07-05,SALE,-3,Order,ORD-000434
MOV-0001402,PRD-0045,2025-07-05,SALE,-16,Order,ORD-000434
MOV-0001403,PRD-0030,2025-07-05,SALE,-13,Order,ORD-000434
MOV-0001404,PRD-0034,2026-02-13,SALE,-7,Order,ORD-000435
MOV-0001405,PRD-0021,2026-02-13,SALE,-18,Order,ORD-000435
MOV-0001406,PRD-0032,2026-02-13,SALE,-4,Order,ORD-000435
MOV-0001407,PRD-0040,2026-02-13,SALE,-14,Order,ORD-000435
MOV-0001408,PRD-0017,2026-02-13,SALE,-7,Order,ORD-000435
MOV-0001409,PRD-0013,2026-02-13,SALE,-83,Order,ORD-000435
MOV-0001410,PRD-0022,2026-02-13,SALE,-14,Order,ORD-000435
MOV-0001411,PRD-0043,2025-09-07,SALE,-1,Order,ORD-000436
MOV-0001412,PRD-0034,2025-09-07,SALE,-6,Order,ORD-000436
MOV-0001413,PRD-0004,2025-10-23,SALE,-31,Order,ORD-000437
MOV-0001414,PRD-0023,2026-08-08,SALE,-2,Order,ORD-000438
MOV-0001415,PRD-0049,2026-08-08,SALE,-17,Order,ORD-000438
MOV-0001416,PRD-0030,2026-03-04,SALE,-11,Order,ORD-000439
MOV-0001417,PRD-0033,2026-03-04,SALE,-8,Order,ORD-000439
MOV-0001418,PRD-0036,2025-06-12,SALE,-8,Order,ORD-000440
MOV-0001419,PRD-0037,2025-06-12,SALE,-12,Order,ORD-000440
MOV-0001420,PRD-0036,2025-04-23,SALE,-2,Order,ORD-000441
MOV-0001421,PRD-0050,2025-04-23,SALE,-11,Order,ORD-000441
MOV-0001422,PRD-0019,2025-04-23,SALE,-16,Order,ORD-000441
MOV-0001423,PRD-0034,2026-01-20,SALE,-1,Order,ORD-000442
MOV-0001424,PRD-0032,2026-01-20,SALE,-4,Order,ORD-000442
MOV-0001425,PRD-0052,2025-08-22,SALE,-5,Order,ORD-000445
MOV-0001426,PRD-0024,2025-08-22,SALE,-28,Order,ORD-000445
MOV-0001427,PRD-0033,2025-08-22,SALE,-3,Order,ORD-000445
MOV-0001428,PRD-0004,2025-06-24,SALE,-36,Order,ORD-000446
MOV-0001429,PRD-0032,2025-06-24,SALE,-12,Order,ORD-000446
MOV-0001430,PRD-0049,2025-06-24,SALE,-30,Order,ORD-000446
MOV-0001431,PRD-0052,2025-06-24,SALE,-6,Order,ORD-000446
MOV-0001432,PRD-0050,2025-06-24,SALE,-42,Order,ORD-000446
MOV-0001433,PRD-0026,2025-06-24,SALE,-42,Order,ORD-000446
MOV-0001434,PRD-0069,2025-06-05,SALE,-9,Order,ORD-000447
MOV-0001435,PRD-0049,2025-06-05,SALE,-6,Order,ORD-000447
MOV-0001436,PRD-0028,2025-06-05,SALE,-30,Order,ORD-000447
MOV-0001437,PRD-0055,2026-08-14,SALE,-14,Order,ORD-000448
MOV-0001438,PRD-0066,2026-08-14,SALE,-8,Order,ORD-000448
MOV-0001439,PRD-0045,2026-08-14,SALE,-30,Order,ORD-000448
MOV-0001440,PRD-0034,2026-08-14,SALE,-3,Order,ORD-000448
MOV-0001441,PRD-0050,2026-08-14,SALE,-33,Order,ORD-000448
MOV-0001442,PRD-0005,2026-05-13,SALE,-26,Order,ORD-000452
MOV-0001443,PRD-0007,2026-05-13,SALE,-6,Order,ORD-000452
MOV-0001444,PRD-0008,2026-05-13,SALE,-6,Order,ORD-000452
MOV-0001445,PRD-0034,2026-05-03,SALE,-2,Order,ORD-000453
MOV-0001446,PRD-0064,2026-05-03,SALE,-4,Order,ORD-000453
MOV-0001447,PRD-0069,2026-05-03,SALE,-10,Order,ORD-000453
MOV-0001448,PRD-0007,2025-06-07,SALE,-12,Order,ORD-000455
MOV-0001449,PRD-0034,2025-06-07,SALE,-3,Order,ORD-000455
MOV-0001450,PRD-0027,2025-06-07,SALE,-29,Order,ORD-000455
MOV-0001451,PRD-0026,2025-06-07,SALE,-58,Order,ORD-000455
MOV-0001452,PRD-0013,2025-06-07,SALE,-35,Order,ORD-000455
MOV-0001453,PRD-0066,2025-06-07,SALE,-32,Order,ORD-000455
MOV-0001454,PRD-0053,2025-06-07,SALE,-17,Order,ORD-000455
MOV-0001455,PRD-0065,2025-07-15,SALE,-31,Order,ORD-000456
MOV-0001456,PRD-0032,2025-07-15,SALE,-11,Order,ORD-000456
MOV-0001457,PRD-0021,2025-07-15,SALE,-9,Order,ORD-000456
MOV-0001458,PRD-0016,2026-02-13,SALE,-12,Order,ORD-000457
MOV-0001459,PRD-0068,2026-02-13,SALE,-12,Order,ORD-000457
MOV-0001460,PRD-0045,2026-02-13,SALE,-32,Order,ORD-000457
MOV-0001461,PRD-0034,2026-02-13,SALE,-8,Order,ORD-000457
MOV-0001462,PRD-0053,2026-02-13,SALE,-24,Order,ORD-000457
MOV-0001463,PRD-0009,2026-02-13,SALE,-4,Order,ORD-000457
MOV-0001464,PRD-0025,2026-02-13,SALE,-16,Order,ORD-000457
MOV-0001465,PRD-0058,2026-07-04,SALE,-20,Order,ORD-000458
MOV-0001466,PRD-0005,2026-07-04,SALE,-51,Order,ORD-000458
MOV-0001467,PRD-0037,2026-07-04,SALE,-90,Order,ORD-000458
MOV-0001468,PRD-0007,2025-03-20,SALE,-9,Order,ORD-000459
MOV-0001469,PRD-0053,2025-03-20,SALE,-14,Order,ORD-000459
MOV-0001470,PRD-0027,2025-03-20,SALE,-54,Order,ORD-000459
MOV-0001471,PRD-0008,2025-03-20,SALE,-11,Order,ORD-000459
MOV-0001472,PRD-0009,2025-03-20,SALE,-14,Order,ORD-000459
MOV-0001473,PRD-0066,2025-03-20,SALE,-43,Order,ORD-000459
MOV-0001474,PRD-0005,2026-02-27,SALE,-24,Order,ORD-000460
MOV-0001475,PRD-0045,2026-02-27,SALE,-29,Order,ORD-000460
MOV-0001476,PRD-0030,2026-02-27,SALE,-40,Order,ORD-000460
MOV-0001477,PRD-0057,2026-02-27,SALE,-3,Order,ORD-000460
MOV-0001478,PRD-0034,2025-06-12,SALE,-16,Order,ORD-000461
MOV-0001479,PRD-0021,2025-06-12,SALE,-16,Order,ORD-000461
MOV-0001480,PRD-0053,2025-03-21,SALE,-9,Order,ORD-000462
MOV-0001481,PRD-0031,2025-03-21,SALE,-23,Order,ORD-000462
MOV-0001482,PRD-0033,2025-03-21,SALE,-7,Order,ORD-000462
MOV-0001483,PRD-0040,2026-02-21,SALE,-2,Order,ORD-000463
MOV-0001484,PRD-0052,2026-02-21,SALE,-3,Order,ORD-000463
MOV-0001485,PRD-0039,2026-02-21,SALE,-9,Order,ORD-000463
MOV-0001486,PRD-0004,2026-01-20,SALE,-44,Order,ORD-000465
MOV-0001487,PRD-0017,2026-01-20,SALE,-14,Order,ORD-000465
MOV-0001488,PRD-0011,2026-07-23,SALE,-3,Order,ORD-000466
MOV-0001489,PRD-0030,2026-07-23,SALE,-27,Order,ORD-000466
MOV-0001490,PRD-0045,2026-07-23,SALE,-27,Order,ORD-000466
MOV-0001491,PRD-0007,2025-07-13,SALE,-4,Order,ORD-000467
MOV-0001492,PRD-0066,2025-07-13,SALE,-16,Order,ORD-000467
MOV-0001493,PRD-0063,2025-08-08,SALE,-14,Order,ORD-000468
MOV-0001494,PRD-0040,2025-08-08,SALE,-3,Order,ORD-000468
MOV-0001495,PRD-0066,2025-08-08,SALE,-19,Order,ORD-000468
MOV-0001496,PRD-0017,2025-08-08,SALE,-6,Order,ORD-000468
MOV-0001497,PRD-0034,2025-08-08,SALE,-17,Order,ORD-000468
MOV-0001498,PRD-0014,2025-08-08,SALE,-3,Order,ORD-000468
MOV-0001499,PRD-0069,2025-08-08,SALE,-17,Order,ORD-000468
MOV-0001500,PRD-0013,2026-08-18,SALE,-57,Order,ORD-000469
MOV-0001501,PRD-0037,2026-08-18,SALE,-38,Order,ORD-000469
MOV-0001502,PRD-0007,2026-08-18,SALE,-16,Order,ORD-000469
MOV-0001503,PRD-0034,2026-08-18,SALE,-16,Order,ORD-000469
MOV-0001504,PRD-0053,2026-08-18,SALE,-5,Order,ORD-000469
MOV-0001505,PRD-0066,2026-01-08,SALE,-9,Order,ORD-000470
MOV-0001506,PRD-0017,2026-01-08,SALE,-9,Order,ORD-000470
MOV-0001507,PRD-0052,2026-06-10,SALE,-6,Order,ORD-000472
MOV-0001508,PRD-0064,2026-03-06,SALE,-2,Order,ORD-000475
MOV-0001509,PRD-0069,2026-03-06,SALE,-10,Order,ORD-000475
MOV-0001510,PRD-0045,2026-03-06,SALE,-20,Order,ORD-000475
MOV-0001511,PRD-0036,2026-03-06,SALE,-10,Order,ORD-000475
MOV-0001512,PRD-0052,2026-03-06,SALE,-2,Order,ORD-000475
MOV-0001513,PRD-0009,2026-03-06,SALE,-7,Order,ORD-000475
MOV-0001514,PRD-0062,2026-08-25,SALE,-24,Order,ORD-000476
MOV-0001515,PRD-0040,2026-08-25,SALE,-10,Order,ORD-000476
MOV-0001516,PRD-0034,2026-08-25,SALE,-3,Order,ORD-000476
MOV-0001517,PRD-0052,2026-08-25,SALE,-21,Order,ORD-000476
MOV-0001518,PRD-0004,2026-08-25,SALE,-51,Order,ORD-000476
MOV-0001519,PRD-0049,2026-08-25,SALE,-44,Order,ORD-000476
MOV-0001520,PRD-0005,2026-08-25,SALE,-24,Order,ORD-000476
MOV-0001521,PRD-0034,2025-03-17,SALE,-8,Order,ORD-000477
MOV-0001522,PRD-0052,2025-03-17,SALE,-1,Order,ORD-000477
MOV-0001523,PRD-0063,2025-12-22,SALE,-15,Order,ORD-000478
MOV-0001524,PRD-0056,2025-12-22,SALE,-3,Order,ORD-000478
MOV-0001525,PRD-0037,2025-12-22,SALE,-12,Order,ORD-000478
MOV-0001526,PRD-0020,2025-12-22,SALE,-2,Order,ORD-000478
MOV-0001527,PRD-0026,2026-01-11,SALE,-29,Order,ORD-000479
MOV-0001528,PRD-0019,2026-01-11,SALE,-5,Order,ORD-000479
MOV-0001529,PRD-0017,2026-01-11,SALE,-4,Order,ORD-000479
MOV-0001530,PRD-0037,2026-01-11,SALE,-19,Order,ORD-000479
MOV-0001531,PRD-0030,2026-01-11,SALE,-5,Order,ORD-000479
MOV-0001532,PRD-0031,2025-04-24,SALE,-24,Order,ORD-000480
MOV-0001533,PRD-0019,2025-04-24,SALE,-17,Order,ORD-000480
MOV-0001534,PRD-0049,2025-04-24,SALE,-28,Order,ORD-000480
MOV-0001535,PRD-0028,2025-11-14,SALE,-36,Order,ORD-000482
MOV-0001536,PRD-0063,2025-11-14,SALE,-24,Order,ORD-000482
MOV-0001537,PRD-0053,2025-11-14,SALE,-20,Order,ORD-000482
MOV-0001538,PRD-0036,2025-12-15,SALE,-6,Order,ORD-000483
MOV-0001539,PRD-0058,2025-12-15,SALE,-7,Order,ORD-000483
MOV-0001540,PRD-0030,2025-12-15,SALE,-8,Order,ORD-000483
MOV-0001541,PRD-0048,2025-10-15,SALE,-2,Order,ORD-000484
MOV-0001542,PRD-0003,2025-10-15,SALE,-14,Order,ORD-000484
MOV-0001543,PRD-0017,2025-10-15,SALE,-2,Order,ORD-000484
MOV-0001544,PRD-0039,2025-10-15,SALE,-29,Order,ORD-000484
MOV-0001545,PRD-0034,2025-10-15,SALE,-14,Order,ORD-000484
MOV-0001546,PRD-0032,2026-07-20,SALE,-3,Order,ORD-000485
MOV-0001547,PRD-0034,2026-07-20,SALE,-3,Order,ORD-000485
MOV-0001548,PRD-0006,2026-07-20,SALE,-3,Order,ORD-000485
MOV-0001549,PRD-0038,2025-10-25,SALE,-5,Order,ORD-000486
MOV-0001550,PRD-0034,2025-10-25,SALE,-7,Order,ORD-000486
MOV-0001551,PRD-0007,2025-10-25,SALE,-7,Order,ORD-000486
MOV-0001552,PRD-0050,2025-10-25,SALE,-25,Order,ORD-000486
MOV-0001553,PRD-0039,2025-10-25,SALE,-14,Order,ORD-000486
MOV-0001554,PRD-0048,2025-11-17,SALE,-6,Order,ORD-000487
MOV-0001555,PRD-0004,2025-11-17,SALE,-36,Order,ORD-000487
MOV-0001556,PRD-0045,2025-11-17,SALE,-30,Order,ORD-000487
MOV-0001557,PRD-0040,2026-07-29,SALE,-3,Order,ORD-000488
MOV-0001558,PRD-0030,2025-08-19,SALE,-6,Order,ORD-000490
MOV-0001559,PRD-0062,2025-08-19,SALE,-16,Order,ORD-000490
MOV-0001560,PRD-0032,2026-06-18,SALE,-4,Order,ORD-000491
MOV-0001561,PRD-0040,2026-06-18,SALE,-4,Order,ORD-000491
MOV-0001562,PRD-0034,2026-06-18,SALE,-4,Order,ORD-000491
MOV-0001563,PRD-0055,2026-06-18,SALE,-6,Order,ORD-000491
MOV-0001564,PRD-0030,2026-08-24,SALE,-7,Order,ORD-000492
MOV-0001565,PRD-0038,2026-08-24,SALE,-5,Order,ORD-000492
MOV-0001566,PRD-0052,2026-08-24,SALE,-2,Order,ORD-000492
MOV-0001567,PRD-0015,2026-08-24,SALE,-2,Order,ORD-000492
MOV-0001568,PRD-0027,2026-08-06,SALE,-40,Order,ORD-000495
MOV-0001569,PRD-0009,2025-08-17,SALE,-7,Order,ORD-000496
MOV-0001570,PRD-0039,2025-08-17,SALE,-30,Order,ORD-000496
MOV-0001571,PRD-0052,2025-08-17,SALE,-13,Order,ORD-000496
MOV-0001572,PRD-0024,2025-08-17,SALE,-73,Order,ORD-000496
MOV-0001573,PRD-0019,2025-08-17,SALE,-47,Order,ORD-000496
MOV-0001574,PRD-0045,2025-06-12,SALE,-31,Order,ORD-000499
MOV-0001575,PRD-0028,2025-06-12,SALE,-38,Order,ORD-000499
MOV-0001576,PRD-0069,2025-06-12,SALE,-5,Order,ORD-000499
MOV-0001577,PRD-0012,2025-06-19,SALE,-5,Order,ORD-000500
MOV-0001578,PRD-0016,2025-06-19,SALE,-13,Order,ORD-000500
MOV-0001579,PRD-0031,2025-06-19,SALE,-16,Order,ORD-000500
MOV-0001580,PRD-0033,2026-01-15,SALE,-4,Order,ORD-000502
MOV-0001581,PRD-0066,2026-01-15,SALE,-25,Order,ORD-000502
MOV-0001582,PRD-0013,2026-01-15,SALE,-34,Order,ORD-000502
MOV-0001583,PRD-0005,2026-01-15,SALE,-13,Order,ORD-000502
MOV-0001584,PRD-0007,2025-12-14,SALE,-13,Order,ORD-000503
MOV-0001585,PRD-0053,2025-12-14,SALE,-10,Order,ORD-000503
MOV-0001586,PRD-0016,2026-05-12,SALE,-3,Order,ORD-000504
MOV-0001587,PRD-0032,2026-05-12,SALE,-16,Order,ORD-000504
MOV-0001588,PRD-0040,2026-05-12,SALE,-16,Order,ORD-000504
MOV-0001589,PRD-0037,2026-05-12,SALE,-32,Order,ORD-000504
MOV-0001590,PRD-0015,2026-05-12,SALE,-8,Order,ORD-000504
MOV-0001591,PRD-0034,2025-03-08,SALE,-8,Order,ORD-000505
MOV-0001592,PRD-0038,2025-03-08,SALE,-11,Order,ORD-000505
MOV-0001593,PRD-0013,2025-03-08,SALE,-42,Order,ORD-000505
MOV-0001594,PRD-0062,2025-03-08,SALE,-23,Order,ORD-000505
MOV-0001595,PRD-0014,2025-10-21,SALE,-10,Order,ORD-000506
MOV-0001596,PRD-0023,2025-10-21,SALE,-10,Order,ORD-000506
MOV-0001597,PRD-0066,2026-01-16,SALE,-12,Order,ORD-000507
MOV-0001598,PRD-0034,2026-01-16,SALE,-12,Order,ORD-000507
MOV-0001599,PRD-0050,2026-01-16,SALE,-36,Order,ORD-000507
MOV-0001600,PRD-0005,2025-09-12,SALE,-33,Order,ORD-000508
MOV-0001601,PRD-0014,2025-09-12,SALE,-14,Order,ORD-000508
MOV-0001602,PRD-0034,2025-09-12,SALE,-5,Order,ORD-000508
MOV-0001603,PRD-0023,2025-09-12,SALE,-8,Order,ORD-000508
MOV-0001604,PRD-0007,2025-09-12,SALE,-14,Order,ORD-000508
MOV-0001605,PRD-0058,2025-09-12,SALE,-5,Order,ORD-000508
MOV-0001606,PRD-0007,2025-05-24,SALE,-3,Order,ORD-000509
MOV-0001607,PRD-0048,2025-05-24,SALE,-7,Order,ORD-000509
MOV-0001608,PRD-0063,2026-04-26,SALE,-63,Order,ORD-000510
MOV-0001609,PRD-0014,2026-04-26,SALE,-13,Order,ORD-000510
MOV-0001610,PRD-0027,2026-04-26,SALE,-73,Order,ORD-000510
MOV-0001611,PRD-0028,2026-05-21,SALE,-28,Order,ORD-000512
MOV-0001612,PRD-0003,2026-05-21,SALE,-3,Order,ORD-000512
MOV-0001613,PRD-0023,2026-05-21,SALE,-5,Order,ORD-000512
MOV-0001614,PRD-0034,2026-05-21,SALE,-5,Order,ORD-000512
MOV-0001615,PRD-0054,2025-12-30,SALE,-9,Order,ORD-000513
MOV-0001616,PRD-0007,2025-12-30,SALE,-5,Order,ORD-000513
MOV-0001617,PRD-0012,2025-12-01,SALE,-5,Order,ORD-000514
MOV-0001618,PRD-0011,2025-12-01,SALE,-7,Order,ORD-000514
MOV-0001619,PRD-0030,2025-12-01,SALE,-13,Order,ORD-000514
MOV-0001620,PRD-0040,2025-12-01,SALE,-6,Order,ORD-000514
MOV-0001621,PRD-0053,2025-12-01,SALE,-4,Order,ORD-000514
MOV-0001622,PRD-0066,2026-02-19,SALE,-13,Order,ORD-000515
MOV-0001623,PRD-0006,2026-02-19,SALE,-9,Order,ORD-000515
MOV-0001624,PRD-0013,2026-02-19,SALE,-9,Order,ORD-000515
MOV-0001625,PRD-0034,2026-02-19,SALE,-7,Order,ORD-000515
MOV-0001626,PRD-0021,2026-02-19,SALE,-9,Order,ORD-000515
MOV-0001627,PRD-0018,2026-02-19,SALE,-4,Order,ORD-000515
MOV-0001628,PRD-0027,2026-02-19,SALE,-24,Order,ORD-000515
MOV-0001629,PRD-0005,2025-11-16,SALE,-12,Order,ORD-000517
MOV-0001630,PRD-0034,2025-11-16,SALE,-21,Order,ORD-000517
MOV-0001631,PRD-0038,2025-11-16,SALE,-21,Order,ORD-000517
MOV-0001632,PRD-0058,2025-11-16,SALE,-25,Order,ORD-000517
MOV-0001633,PRD-0053,2025-11-16,SALE,-25,Order,ORD-000517
MOV-0001634,PRD-0049,2025-11-16,SALE,-12,Order,ORD-000517
MOV-0001635,PRD-0052,2025-11-16,SALE,-25,Order,ORD-000517
MOV-0001636,PRD-0053,2026-04-22,SALE,-15,Order,ORD-000518
MOV-0001637,PRD-0033,2026-04-22,SALE,-7,Order,ORD-000518
MOV-0001638,PRD-0007,2026-04-22,SALE,-10,Order,ORD-000518
MOV-0001639,PRD-0013,2026-04-22,SALE,-20,Order,ORD-000518
MOV-0001640,PRD-0045,2026-08-20,SALE,-6,Order,ORD-000519
MOV-0001641,PRD-0017,2025-11-28,SALE,-3,Order,ORD-000520
MOV-0001642,PRD-0005,2025-11-28,SALE,-5,Order,ORD-000520
MOV-0001643,PRD-0007,2025-11-28,SALE,-6,Order,ORD-000520
MOV-0001644,PRD-0008,2025-11-28,SALE,-3,Order,ORD-000520
MOV-0001645,PRD-0069,2026-04-18,SALE,-11,Order,ORD-000521
MOV-0001646,PRD-0007,2026-04-18,SALE,-4,Order,ORD-000521
MOV-0001647,PRD-0021,2026-04-18,SALE,-13,Order,ORD-000521
MOV-0001648,PRD-0048,2026-04-18,SALE,-6,Order,ORD-000521
MOV-0001649,PRD-0022,2025-12-09,SALE,-3,Order,ORD-000522
MOV-0001650,PRD-0034,2025-12-09,SALE,-11,Order,ORD-000522
MOV-0001651,PRD-0045,2025-12-09,SALE,-28,Order,ORD-000522
MOV-0001652,PRD-0016,2025-12-09,SALE,-14,Order,ORD-000522
MOV-0001653,PRD-0028,2026-07-12,SALE,-26,Order,ORD-000524
MOV-0001654,PRD-0014,2026-07-12,SALE,-7,Order,ORD-000524
MOV-0001655,PRD-0016,2026-07-12,SALE,-2,Order,ORD-000524
MOV-0001656,PRD-0032,2025-12-29,SALE,-5,Order,ORD-000525
MOV-0001657,PRD-0063,2025-12-29,SALE,-30,Order,ORD-000525
MOV-0001658,PRD-0027,2025-12-29,SALE,-17,Order,ORD-000525
MOV-0001659,PRD-0067,2026-07-28,SALE,-11,Order,ORD-000526
MOV-0001660,PRD-0069,2026-07-28,SALE,-5,Order,ORD-000526
MOV-0001661,PRD-0049,2026-07-28,SALE,-24,Order,ORD-000526
MOV-0001662,PRD-0066,2026-07-28,SALE,-18,Order,ORD-000526
