order_id,customer_id,order_date,required_date,shipped_date,delivered_date,order_status,sales_channel,payment_terms_days,subtotal,tax_amount,shipping_amount,total_amount,total_cost,gross_profit,delivery_status,delivery_delay_days,delivery_lead_time_days,is_overdue_open_order
ORD-000297,CUS-0013,2025-12-10,2025-12-22,2025-12-15,2025-12-20,Delivered,Corporate Account,45,733432.5,132017.85,0.0,865450.35,597150.0,136282.5,On Time,0,10.0,False
ORD-000298,CUS-0005,2026-06-09,2026-06-23,2026-06-12,2026-06-17,Delivered,Phone / WhatsApp,30,6220426.25,1119676.72,0.0,7340102.97,5162650.0,1057776.25,On Time,0,8.0,False
ORD-000299,CUS-0089,2026-07-07,2026-07-18,2026-07-11,2026-07-12,Delivered,Phone / WhatsApp,45,1387585.0,249765.3,0.0,1637350.3,994900.0,392685.0,On Time,0,5.0,False
ORD-000300,CUS-0098,2026-03-26,2026-04-01,2026-03-31,2026-04-01,Delivered,Direct Sales,45,1892280.0,340610.4,0.0,2232890.4,1435500.0,456780.0,On Time,0,6.0,False
ORD-000301,CUS-0023,2026-08-09,2026-08-19,2026-08-16,2026-08-20,Delivered,Direct Sales,15,741712.5,133508.25,0.0,875220.75,571500.0,170212.5,Delayed,1,11.0,False
ORD-000302,CUS-0028,2025-04-14,2025-04-21,2025-04-17,2025-04-22,Delivered,Direct Sales,30,374200.0,67356.0,0.0,441556.0,264800.0,109400.0,Delayed,1,8.0,False
ORD-000303,CUS-0043,2025-09-21,2025-10-05,2025-09-22,2025-09-24,Delivered,Direct Sales,45,2348660.0,422758.8,0.0,2771418.8,1828800.0,519860.0,On Time,0,3.0,False
ORD-000304,CUS-0069,2026-07-19,2026-07-30,2026-07-23,,Shipped,Direct Sales,30,458685.0,82563.3,0.0,541248.3,337400.0,121285.0,Overdue Open Order,33,,True
ORD-000305,CUS-0044,2026-08-01,2026-08-16,2026-08-04,2026-08-07,Delivered,Corporate Account,60,1543550.0,277839.0,0.0,1821389.0,1198900.0,344650.0,On Time,0,6.0,False
ORD-000306,CUS-0004,2025-04-14,2025-04-24,2025-04-20,2025-04-25,Delivered,Corporate Account,30,1025827.5,184648.95,0.0,1210476.45,771150.0,254677.5,Delayed,1,11.0,False
ORD-000307,CUS-0115,2025-06-12,2025-06-21,2025-06-18,2025-06-20,Delivered,Phone / WhatsApp,30,1079317.5,194277.15,0.0,1273594.65,854000.0,225317.5,On Time,0,8.0,False
ORD-000308,CUS-0079,2026-04-10,2026-04-24,2026-04-14,2026-04-15,Delivered,Tender,45,1212656.25,218278.12,0.0,1430934.38,848400.0,364256.25,On Time,0,5.0,False
ORD-000309,CUS-0119,2026-02-27,2026-03-05,2026-03-03,2026-03-04,Delivered,Direct Sales,30,113300.0,20394.0,0.0,133694.0,70300.0,43000.0,On Time,0,5.0,False
ORD-000310,CUS-0109,2025-06-18,2025-06-28,2025-06-24,2025-06-27,Delivered,Phone / WhatsApp,15,257821.25,46407.82,0.0,304229.08,191550.0,66271.25,On Time,0,9.0,False
ORD-000311,CUS-0011,2025-10-24,2025-10-29,,,Pending,Website,60,2590092.5,466216.65,0.0,3056309.15,2043350.0,546742.5,Overdue Open Order,307,,True
ORD-000312,CUS-0076,2026-03-01,2026-03-16,2026-03-04,2026-03-05,Delivered,Direct Sales,45,780656.25,140518.12,0.0,921174.38,561750.0,218906.25,On Time,0,4.0,False
ORD-000313,CUS-0074,2026-06-08,2026-06-14,2026-06-13,2026-06-17,Delivered,Corporate Account,30,1099245.0,197864.1,0.0,1297109.1,864600.0,234645.0,Delayed,3,9.0,False
ORD-000314,CUS-0016,2025-10-16,2025-10-27,2025-10-21,2025-10-26,Delivered,Corporate Account,45,609862.5,109775.25,0.0,719637.75,454500.0,155362.5,On Time,0,10.0,False
ORD-000315,CUS-0084,2026-02-05,2026-02-18,,,Confirmed,Website,30,323960.0,58312.8,0.0,382272.8,219950.0,104010.0,Overdue Open Order,195,,True
ORD-000316,CUS-0030,2026-01-27,2026-02-06,2026-02-02,2026-02-03,Delivered,Direct Sales,30,36960.0,6652.8,3000.0,46612.8,21950.0,15010.0,On Time,0,7.0,False
ORD-000317,CUS-0016,2026-04-18,2026-04-22,2026-04-19,2026-04-23,Partially Returned,Direct Sales,45,78565.0,14141.7,2500.0,95206.7,56600.0,21965.0,Delayed,1,5.0,False
ORD-000318,CUS-0025,2026-04-11,2026-04-25,2026-04-18,2026-04-20,Delivered,Corporate Account,15,58470.0,10524.6,2000.0,70994.6,38850.0,19620.0,On Time,0,9.0,False
ORD-000319,CUS-0079,2026-05-26,2026-06-09,2026-05-31,2026-06-02,Delivered,Corporate Account,45,359277.5,64669.95,0.0,423947.45,259750.0,99527.5,On Time,0,7.0,False
ORD-000320,CUS-0108,2026-03-29,2026-04-11,2026-04-05,2026-04-10,Delivered,Corporate Account,45,325617.5,58611.15,0.0,384228.65,238650.0,86967.5,On Time,0,12.0,False
ORD-000321,CUS-0032,2025-06-30,2025-07-12,2025-07-07,2025-07-08,Delivered,Direct Sales,30,250131.25,45023.62,0.0,295154.88,190750.0,59381.25,On Time,0,8.0,False
ORD-000322,CUS-0005,2026-07-06,2026-07-17,2026-07-07,2026-07-11,Delivered,Direct Sales,30,1335581.25,240404.62,0.0,1575985.88,1007800.0,327781.25,On Time,0,5.0,False
ORD-000323,CUS-0011,2025-05-15,2025-05-25,2025-05-17,2025-05-20,Delivered,Tender,60,3204462.5,576803.25,0.0,3781265.75,2502600.0,701862.5,On Time,0,5.0,False
ORD-000324,CUS-0032,2026-02-18,2026-03-01,2026-02-22,2026-02-26,Delivered,Corporate Account,30,87210.0,15697.8,2500.0,105407.8,66000.0,21210.0,On Time,0,8.0,False
ORD-000325,CUS-0005,2025-05-10,2025-05-23,2025-05-13,2025-05-15,Delivered,Direct Sales,30,1288212.5,231878.25,0.0,1520090.75,958900.0,329312.5,On Time,0,5.0,False
ORD-000326,CUS-0007,2026-07-04,2026-07-10,2026-07-07,,Shipped,Direct Sales,15,194943.75,35089.88,0.0,230033.62,150050.0,44893.75,Overdue Open Order,53,,True
ORD-000327,CUS-0064,2025-12-22,2026-01-02,2025-12-28,2026-01-02,Delivered,Direct Sales,30,4543726.25,817870.72,0.0,5361596.97,3529000.0,1014726.25,On Time,0,11.0,False
ORD-000328,CUS-0035,2026-07-30,2026-08-14,2026-07-31,2026-08-05,Delivered,Corporate Account,30,1971868.75,354936.38,0.0,2326805.12,1498950.0,472918.75,On Time,0,6.0,False
ORD-000329,CUS-0055,2026-04-29,2026-05-10,2026-05-04,2026-05-06,Delivered,Direct Sales,60,4845722.5,872230.05,0.0,5717952.55,3894100.0,951622.5,On Time,0,7.0,False
ORD-000330,CUS-0055,2025-12-31,2026-01-10,2026-01-05,2026-01-09,Delivered,Direct Sales,60,2611072.5,469993.05,0.0,3081065.55,2022800.0,588272.5,On Time,0,9.0,False
ORD-000331,CUS-0090,2026-05-24,2026-06-07,2026-05-29,2026-05-31,Delivered,Direct Sales,30,686215.0,123518.7,0.0,809733.7,513500.0,172715.0,On Time,0,7.0,False
ORD-000332,CUS-0035,2025-12-11,2025-12-20,2025-12-14,2025-12-17,Delivered,Corporate Account,30,1823180.0,328172.4,0.0,2151352.4,1353350.0,469830.0,On Time,0,6.0,False
ORD-000333,CUS-0099,2026-02-10,2026-02-25,2026-02-17,,Shipped,Phone / WhatsApp,15,72867.5,13116.15,1500.0,87483.65,48600.0,24267.5,Overdue Open Order,188,,True
ORD-000334,CUS-0011,2025-08-26,2025-08-31,2025-08-27,2025-08-30,Delivered,Corporate Account,60,1205185.0,216933.3,0.0,1422118.3,833950.0,371235.0,On Time,0,4.0,False
ORD-000335,CUS-0103,2025-12-07,2025-12-17,2025-12-10,2025-12-12,Delivered,Direct Sales,30,86765.0,15617.7,2000.0,104382.7,56000.0,30765.0,On Time,0,5.0,False
ORD-000336,CUS-0044,2025-12-11,2025-12-16,2025-12-17,2025-12-20,Delivered,Direct Sales,60,3137615.0,564770.7,0.0,3702385.7,2469350.0,668265.0,Delayed,4,9.0,False
ORD-000337,CUS-0045,2026-05-30,2026-06-07,2026-06-03,2026-06-08,Delivered,Phone / WhatsApp,60,525443.75,94579.88,0.0,620023.62,378800.0,146643.75,Delayed,1,9.0,False
ORD-000338,CUS-0077,2025-10-31,2025-11-14,2025-11-02,,Shipped,Tender,15,164977.5,29695.95,0.0,194673.45,113550.0,51427.5,Overdue Open Order,291,,True
ORD-000339,CUS-0089,2026-08-03,2026-08-12,2026-08-09,2026-08-10,Delivered,Direct Sales,45,865250.0,155745.0,0.0,1020995.0,675900.0,189350.0,On Time,0,7.0,False
ORD-000340,CUS-0104,2025-07-29,2025-08-06,,,Processing,Phone / WhatsApp,30,311875.0,56137.5,0.0,368012.5,225200.0,86675.0,Overdue Open Order,391,,True
ORD-000341,CUS-0081,2025-06-12,2025-06-18,2025-06-17,2025-06-21,Delivered,Phone / WhatsApp,60,1000100.0,180018.0,0.0,1180118.0,729300.0,270800.0,Delayed,3,9.0,False
ORD-000342,CUS-0071,2026-03-20,2026-04-04,2026-03-24,2026-03-27,Delivered,Phone / WhatsApp,30,153781.25,27680.62,0.0,181461.88,118500.0,35281.25,On Time,0,7.0,False
ORD-000343,CUS-0001,2025-04-21,2025-04-28,2025-04-28,2025-04-29,Delivered,Tender,45,1532450.0,275841.0,0.0,1808291.0,1108900.0,423550.0,Delayed,1,8.0,False
ORD-000344,CUS-0043,2025-04-18,2025-04-24,2025-04-21,2025-04-22,Delivered,Phone / WhatsApp,45,4438278.75,798890.17,0.0,5237168.92,3625550.0,812728.75,On Time,0,4.0,False
ORD-000345,CUS-0045,2025-06-24,2025-06-28,2025-06-27,2025-06-28,Delivered,Corporate Account,60,2987898.75,537821.78,0.0,3525720.52,2238550.0,749348.75,On Time,0,4.0,False
ORD-000346,CUS-0074,2025-11-17,2025-12-01,2025-11-20,2025-11-22,Delivered,Tender,30,4589780.0,826160.4,0.0,5415940.4,3592650.0,997130.0,On Time,0,5.0,False
ORD-000347,CUS-0079,2026-01-10,2026-01-14,2026-01-12,2026-01-17,Delivered,Corporate Account,45,921375.0,165847.5,0.0,1087222.5,693800.0,227575.0,Delayed,3,7.0,False
ORD-000348,CUS-0001,2026-05-17,2026-06-01,,,Processing,Corporate Account,45,1662452.5,299241.45,0.0,1961693.95,1149100.0,513352.5,Overdue Open Order,92,,True
ORD-000349,CUS-0120,2025-12-13,2025-12-17,2025-12-16,2025-12-21,Delivered,Phone / WhatsApp,30,612405.0,110232.9,0.0,722637.9,453800.0,158605.0,Delayed,4,8.0,False
ORD-000350,CUS-0010,2026-03-29,2026-04-02,2026-04-01,2026-04-05,Delivered,Corporate Account,30,962666.25,173279.92,0.0,1135946.18,715000.0,247666.25,Delayed,3,7.0,False
ORD-000351,CUS-0052,2025-03-02,2025-03-10,2025-03-04,2025-03-06,Delivered,Website,45,951762.5,171317.25,0.0,1123079.75,674900.0,276862.5,On Time,0,4.0,False
ORD-000352,CUS-0031,2026-01-13,2026-01-22,2026-01-16,2026-01-17,Delivered,Direct Sales,30,237881.25,42818.62,0.0,280699.88,174750.0,63131.25,On Time,0,4.0,False
ORD-000353,CUS-0030,2026-07-24,2026-08-03,,,Confirmed,Tender,30,1168537.5,210336.75,0.0,1378874.25,878700.0,289837.5,Overdue Open Order,29,,True
ORD-000354,CUS-0046,2026-07-15,2026-07-20,2026-07-18,2026-07-20,Delivered,Tender,60,7220602.5,1299708.45,0.0,8520310.95,6209700.0,1010902.5,On Time,0,5.0,False
ORD-000355,CUS-0044,2026-05-15,2026-05-28,2026-05-21,2026-05-22,Delivered,Corporate Account,60,2483887.5,447099.75,0.0,2930987.25,1879900.0,603987.5,On Time,0,7.0,False
ORD-000356,CUS-0088,2026-04-25,2026-05-01,2026-05-01,2026-05-05,Delivered,Corporate Account,30,281497.5,50669.55,0.0,332167.05,186800.0,94697.5,Delayed,4,10.0,False
ORD-000357,CUS-0095,2026-08-19,2026-08-28,2026-08-21,2026-08-26,Delivered,Tender,45,3038840.0,546991.2,0.0,3585831.2,2274100.0,764740.0,On Time,0,7.0,False
ORD-000358,CUS-0118,2025-11-19,2025-11-29,2025-11-24,2025-11-28,Delivered,Corporate Account,30,191450.0,34461.0,0.0,225911.0,119500.0,71950.0,On Time,0,9.0,False
ORD-000359,CUS-0062,2026-01-09,2026-01-18,2026-01-14,2026-01-18,Partially Returned,Direct Sales,45,1052882.5,189518.85,0.0,1242401.35,798500.0,254382.5,On Time,0,9.0,False
ORD-000360,CUS-0023,2025-09-11,2025-09-24,,,Pending,Corporate Account,15,277622.5,49972.05,0.0,327594.55,225300.0,52322.5,Overdue Open Order,342,,True
ORD-000361,CUS-0043,2026-06-01,2026-06-16,2026-06-02,2026-06-04,Delivered,Phone / WhatsApp,45,4975197.5,895535.55,0.0,5870733.05,3698450.0,1276747.5,On Time,0,3.0,False
ORD-000362,CUS-0102,2026-07-18,2026-07-22,2026-07-19,2026-07-21,Delivered,Corporate Account,45,113196.25,20375.33,0.0,133571.58,83850.0,29346.25,On Time,0,3.0,False
ORD-000363,CUS-0095,2026-02-09,2026-02-14,2026-02-14,2026-02-16,Delivered,Corporate Account,45,3455322.5,621958.05,0.0,4077280.55,2774450.0,680872.5,Delayed,2,7.0,False
ORD-000364,CUS-0017,2026-05-24,2026-06-04,2026-05-29,2026-06-01,Returned,Direct Sales,30,30685.0,5523.3,2500.0,38708.3,22650.0,8035.0,On Time,0,8.0,False
ORD-000365,CUS-0050,2025-12-27,2026-01-07,2026-01-03,2026-01-08,Delivered,Tender,60,5258816.25,946586.92,0.0,6205403.17,3971700.0,1287116.25,Delayed,1,12.0,False
ORD-000366,CUS-0117,2026-05-20,2026-05-29,2026-05-27,2026-05-30,Returned,Tender,30,722437.5,130038.75,0.0,852476.25,505950.0,216487.5,Delayed,1,10.0,False
ORD-000367,CUS-0005,2026-08-01,2026-08-11,2026-08-07,2026-08-10,Delivered,Corporate Account,30,811957.5,146152.35,0.0,958109.85,596100.0,215857.5,On Time,0,9.0,False
ORD-000368,CUS-0005,2025-07-06,2025-07-17,2025-07-08,2025-07-09,Delivered,Phone / WhatsApp,30,1111457.5,200062.35,0.0,1311519.85,778350.0,333107.5,On Time,0,3.0,False
ORD-000369,CUS-0074,2026-04-29,2026-05-09,2026-05-02,2026-05-06,Delivered,Direct Sales,30,376152.5,67707.45,0.0,443859.95,279950.0,96202.5,On Time,0,7.0,False
ORD-000370,CUS-0045,2025-07-20,2025-07-29,2025-07-22,2025-07-24,Delivered,Tender,60,530160.0,95428.8,0.0,625588.8,361750.0,168410.0,On Time,0,4.0,False
ORD-000371,CUS-0037,2026-03-13,2026-03-24,2026-03-18,2026-03-23,Delivered,Phone / WhatsApp,30,1067535.0,192156.3,0.0,1259691.3,774600.0,292935.0,On Time,0,10.0,False
ORD-000372,CUS-0002,2026-06-18,2026-06-24,,,Cancelled,Corporate Account,60,877691.25,157984.42,0.0,1035675.68,655550.0,222141.25,Cancelled,0,,False
ORD-000373,CUS-0008,2025-08-13,2025-08-28,,,Processing,Corporate Account,45,2613855.0,470493.9,0.0,3084348.9,2109350.0,504505.0,Overdue Open Order,369,,True
ORD-000374,CUS-0001,2025-05-11,2025-05-16,2025-05-15,2025-05-20,Delivered,Corporate Account,45,671020.0,120783.6,0.0,791803.6,475100.0,195920.0,Delayed,4,9.0,False
ORD-000375,CUS-0073,2026-05-26,2026-06-10,2026-06-02,2026-06-07,Delivered,Direct Sales,30,154125.0,27742.5,0.0,181867.5,123850.0,30275.0,On Time,0,12.0,False
ORD-000376,CUS-0037,2025-12-27,2025-12-31,2025-12-31,2026-01-04,Delivered,Website,30,393587.5,70845.75,0.0,464433.25,292300.0,101287.5,Delayed,4,8.0,False
ORD-000377,CUS-0056,2026-04-30,2026-05-07,2026-05-04,2026-05-05,Delivered,Direct Sales,45,300200.0,54036.0,0.0,354236.0,224000.0,76200.0,On Time,0,5.0,False
ORD-000378,CUS-0107,2025-07-09,2025-07-22,2025-07-10,,Shipped,Direct Sales,15,270152.5,48627.45,0.0,318779.95,214000.0,56152.5,Overdue Open Order,406,,True
ORD-000379,CUS-0041,2025-03-19,2025-03-29,2025-03-25,2025-03-26,Delivered,Phone / WhatsApp,45,168690.0,30364.2,0.0,199054.2,115800.0,52890.0,On Time,0,7.0,False
ORD-000380,CUS-0004,2025-10-02,2025-10-07,2025-10-09,2025-10-11,Partially Returned,Website,30,461898.75,83141.77,0.0,545040.53,389300.0,72598.75,Delayed,4,9.0,False
ORD-000381,CUS-0041,2025-08-08,2025-08-13,2025-08-14,2025-08-19,Delivered,Corporate Account,45,288000.0,51840.0,0.0,339840.0,210000.0,78000.0,Delayed,6,11.0,False
ORD-000382,CUS-0036,2026-04-03,2026-04-16,2026-04-10,2026-04-13,Delivered,Direct Sales,45,5298887.5,953799.75,0.0,6252687.25,4303700.0,995187.5,On Time,0,10.0,False
ORD-000383,CUS-0079,2026-04-26,2026-05-03,2026-04-27,2026-05-01,Delivered,Phone / WhatsApp,45,659073.75,118633.27,0.0,777707.03,490000.0,169073.75,On Time,0,5.0,False
ORD-000384,CUS-0075,2025-11-27,2025-12-06,2025-12-02,2025-12-03,Delivered,Corporate Account,30,1081098.75,194597.77,0.0,1275696.52,806800.0,274298.75,On Time,0,6.0,False
ORD-000385,CUS-0083,2026-06-30,2026-07-13,2026-07-03,2026-07-04,Returned,Direct Sales,30,2027368.75,364926.38,0.0,2392295.12,1484800.0,542568.75,On Time,0,4.0,False
ORD-000386,CUS-0036,2026-05-05,2026-05-15,2026-05-07,,Shipped,Website,45,5779701.25,1040346.22,0.0,6820047.47,4317050.0,1462651.25,Overdue Open Order,109,,True
ORD-000387,CUS-0074,2026-07-24,2026-08-08,2026-07-26,2026-07-27,Delivered,Corporate Account,30,917267.5,165108.15,0.0,1082375.65,680500.0,236767.5,On Time,0,3.0,False
ORD-000388,CUS-0120,2025-11-10,2025-11-17,2025-11-17,2025-11-19,Delivered,Tender,30,1616800.0,291024.0,0.0,1907824.0,1286200.0,330600.0,Delayed,2,9.0,False
ORD-000389,CUS-0031,2026-03-31,2026-04-05,2026-04-02,2026-04-07,Returned,Direct Sales,30,84190.0,15154.2,2000.0,101344.2,69650.0,14540.0,Delayed,2,7.0,False
ORD-000390,CUS-0094,2025-04-24,2025-04-30,2025-04-26,2025-05-01,Delivered,Direct Sales,45,198075.0,35653.5,0.0,233728.5,151500.0,46575.0,Delayed,1,7.0,False
ORD-000391,CUS-0025,2025-07-08,2025-07-14,2025-07-15,2025-07-19,Delivered,Tender,15,905830.0,163049.4,0.0,1068879.4,772850.0,132980.0,Delayed,5,11.0,False
ORD-000392,CUS-0116,2026-08-04,2026-08-10,2026-08-10,,Shipped,Corporate Account,30,1217222.5,219100.05,0.0,1436322.55,896000.0,321222.5,Overdue Open Order,22,,True
ORD-000393,CUS-0021,2026-04-06,2026-04-11,2026-04-12,2026-04-13,Delivered,Direct Sales,30,370012.5,66602.25,0.0,436614.75,237600.0,132412.5,Delayed,2,7.0,False
ORD-000394,CUS-0035,2025-12-26,2025-12-31,2026-01-02,,Shipped,Tender,30,895428.75,161177.17,0.0,1056605.93,668800.0,226628.75,Overdue Open Order,244,,True
ORD-000395,CUS-0002,2025-11-13,2025-11-23,,,Confirmed,Direct Sales,60,2167752.5,390195.45,0.0,2557947.95,1633100.0,534652.5,Overdue Open Order,282,,True
ORD-000396,CUS-0120,2025-07-28,2025-08-11,2025-07-31,,Shipped,Direct Sales,30,1431030.0,257585.4,0.0,1688615.4,1151250.0,279780.0,Overdue Open Order,386,,True
ORD-000397,CUS-0028,2026-03-04,2026-03-11,2026-03-05,,Shipped,Tender,30,170615.0,30710.7,0.0,201325.7,117100.0,53515.0,Overdue Open Order,174,,True
ORD-000398,CUS-0100,2025-04-14,2025-04-20,2025-04-16,,Shipped,Phone / WhatsApp,45,299440.0,53899.2,0.0,353339.2,236400.0,63040.0,Overdue Open Order,499,,True
ORD-000399,CUS-0120,2025-11-07,2025-11-21,,,Pending,Phone / WhatsApp,30,6571536.25,1182876.52,0.0,7754412.78,5229500.0,1342036.25,Overdue Open Order,284,,True
ORD-000400,CUS-0011,2026-02-09,2026-02-20,2026-02-13,2026-02-16,Delivered,Tender,60,1916581.25,344984.62,0.0,2261565.88,1467500.0,449081.25,On Time,0,7.0,False
ORD-000401,CUS-0011,2026-02-09,2026-02-22,2026-02-16,2026-02-21,Delivered,Website,60,6405067.5,1152912.15,0.0,7557979.65,4912050.0,1493017.5,On Time,0,12.0,False
ORD-000402,CUS-0081,2025-11-10,2025-11-17,2025-11-17,2025-11-19,Delivered,Direct Sales,60,2004282.5,360770.85,0.0,2365053.35,1488400.0,515882.5,Delayed,2,9.0,False
ORD-000403,CUS-0004,2025-11-12,2025-11-22,2025-11-13,2025-11-18,Delivered,Corporate Account,30,2877173.75,517891.27,0.0,3395065.02,2172000.0,705173.75,On Time,0,6.0,False
ORD-000404,CUS-0120,2025-11-25,2025-12-09,2025-11-26,2025-11-30,Delivered,Direct Sales,30,1221422.5,219856.05,0.0,1441278.55,874750.0,346672.5,On Time,0,5.0,False
ORD-000405,CUS-0004,2026-08-28,2026-09-02,2026-08-31,2026-09-01,Delivered,Corporate Account,30,270970.0,48774.6,0.0,319744.6,195450.0,75520.0,On Time,0,4.0,False
ORD-000406,CUS-0094,2025-11-14,2025-11-27,2025-11-21,2025-11-26,Delivered,Corporate Account,45,1400200.0,252036.0,0.0,1652236.0,985550.0,414650.0,On Time,0,12.0,False
ORD-000407,CUS-0060,2025-05-31,2025-06-14,2025-06-04,2025-06-06,Delivered,Corporate Account,15,614340.0,110581.2,0.0,724921.2,491400.0,122940.0,On Time,0,6.0,False
ORD-000408,CUS-0084,2026-03-08,2026-03-23,2026-03-14,2026-03-17,Delivered,Corporate Account,30,1975967.5,355674.15,0.0,2331641.65,1582800.0,393167.5,On Time,0,9.0,False
ORD-000409,CUS-0075,2025-04-07,2025-04-14,2025-04-09,2025-04-11,Delivered,Website,30,1918515.0,345332.7,0.0,2263847.7,1331350.0,587165.0,On Time,0,4.0,False
ORD-000410,CUS-0037,2025-05-09,2025-05-14,2025-05-13,2025-05-14,Delivered,Direct Sales,30,178062.5,32051.25,0.0,210113.75,117700.0,60362.5,On Time,0,5.0,False
ORD-000411,CUS-0119,2026-06-08,2026-06-14,2026-06-12,2026-06-13,Delivered,Direct Sales,30,268375.0,48307.5,0.0,316682.5,197500.0,70875.0,On Time,0,5.0,False
ORD-000412,CUS-0067,2025-04-25,2025-05-09,2025-04-28,2025-05-01,Delivered,Tender,60,3194085.0,574935.3,0.0,3769020.3,2370600.0,823485.0,On Time,0,6.0,False
ORD-000413,CUS-0002,2025-04-26,2025-05-04,,,Pending,Direct Sales,60,2606896.25,469241.33,0.0,3076137.58,1913500.0,693396.25,Overdue Open Order,485,,True
ORD-000414,CUS-0005,2026-06-04,2026-06-14,2026-06-10,2026-06-11,Delivered,Direct Sales,30,2554005.0,459720.9,0.0,3013725.9,1994850.0,559155.0,On Time,0,7.0,False
ORD-000415,CUS-0113,2026-06-26,2026-07-07,,,Processing,Corporate Account,60,3357090.0,604276.2,0.0,3961366.2,2790450.0,566640.0,Overdue Open Order,56,,True
ORD-000416,CUS-0074,2025-11-08,2025-11-23,2025-11-10,2025-11-14,Delivered,Tender,30,494957.5,89092.35,0.0,584049.85,364500.0,130457.5,On Time,0,6.0,False
ORD-000417,CUS-0050,2026-04-08,2026-04-14,2026-04-15,2026-04-20,Delivered,Direct Sales,60,2427056.25,436870.12,0.0,2863926.38,1875150.0,551906.25,Delayed,6,12.0,False
ORD-000418,CUS-0036,2026-05-20,2026-06-03,,,Processing,Website,45,2344877.5,422077.95,0.0,2766955.45,1664900.0,679977.5,Overdue Open Order,90,,True
ORD-000419,CUS-0083,2025-07-30,2025-08-06,2025-08-01,,Shipped,Phone / WhatsApp,30,362987.5,65337.75,0.0,428325.25,270050.0,92937.5,Overdue Open Order,391,,True
ORD-000420,CUS-0036,2025-08-24,2025-08-31,2025-08-29,2025-08-30,Delivered,Website,45,3009510.0,541711.8,0.0,3551221.8,2284750.0,724760.0,On Time,0,6.0,False
ORD-000421,CUS-0011,2026-04-09,2026-04-23,2026-04-13,2026-04-15,Delivered,Tender,60,862410.0,155233.8,0.0,1017643.8,589800.0,272610.0,On Time,0,6.0,False
ORD-000422,CUS-0067,2025-05-26,2025-06-10,2025-05-31,2025-06-01,Delivered,Tender,60,2981811.25,536726.03,0.0,3518537.27,2320300.0,661511.25,On Time,0,6.0,False
ORD-000423,CUS-0052,2025-10-30,2025-11-07,2025-11-05,,Shipped,Direct Sales,45,1541697.5,277505.55,0.0,1819203.05,1171400.0,370297.5,Overdue Open Order,298,,True
ORD-000424,CUS-0065,2026-06-22,2026-07-05,,,Pending,Direct Sales,30,567017.5,102063.15,0.0,669080.65,452150.0,114867.5,Overdue Open Order,58,,True
ORD-000425,CUS-0069,2025-12-15,2025-12-25,2025-12-17,2025-12-22,Delivered,Phone / WhatsApp,30,339431.25,61097.62,0.0,400528.88,267000.0,72431.25,On Time,0,7.0,False
ORD-000426,CUS-0038,2026-05-20,2026-06-01,,,Processing,Corporate Account,45,783275.0,140989.5,0.0,924264.5,570350.0,212925.0,Overdue Open Order,92,,True
ORD-000427,CUS-0037,2026-07-28,2026-08-08,2026-08-02,2026-08-05,Delivered,Corporate Account,30,831905.0,149742.9,0.0,981647.9,616750.0,215155.0,On Time,0,8.0,False
ORD-000428,CUS-0055,2025-05-04,2025-05-19,2025-05-06,2025-05-09,Delivered,Corporate Account,60,5090101.25,916218.22,0.0,6006319.47,3917600.0,1172501.25,On Time,0,5.0,False
ORD-000429,CUS-0067,2025-08-14,2025-08-21,,,Pending,Tender,60,4896217.5,881319.15,0.0,5777536.65,3635050.0,1261167.5,Overdue Open Order,376,,True
ORD-000430,CUS-0100,2025-03-23,2025-03-30,2025-03-29,2025-03-30,Delivered,Direct Sales,45,1293386.25,232809.52,0.0,1526195.77,954450.0,338936.25,On Time,0,7.0,False
ORD-000431,CUS-0071,2026-06-10,2026-06-18,2026-06-16,,Shipped,Corporate Account,30,810721.25,145929.82,0.0,956651.07,568900.0,241821.25,Overdue Open Order,75,,True
ORD-000432,CUS-0096,2025-12-04,2025-12-15,2025-12-09,2025-12-14,Delivered,Website,30,1562670.0,281280.6,0.0,1843950.6,1159400.0,403270.0,On Time,0,10.0,False
ORD-000433,CUS-0093,2026-08-05,2026-08-16,,,Processing,Website,30,278825.0,50188.5,0.0,329013.5,188400.0,90425.0,Overdue Open Order,16,,True
ORD-000434,CUS-0022,2025-06-30,2025-07-11,2025-07-05,2025-07-10,Delivered,Tender,60,4073486.25,733227.53,0.0,4806713.78,3176350.0,897136.25,On Time,0,10.0,False
ORD-000435,CUS-0024,2026-02-07,2026-02-19,2026-02-13,2026-02-15,Delivered,Tender,60,6065382.5,1091768.85,0.0,7157151.35,4547800.0,1517582.5,On Time,0,8.0,False
ORD-000436,CUS-0065,2025-09-01,2025-09-05,2025-09-07,2025-09-08,Delivered,Direct Sales,30,50112.5,9020.25,1500.0,60632.75,35400.0,14712.5,Delayed,3,7.0,False
ORD-000437,CUS-0013,2025-10-16,2025-10-22,2025-10-23,2025-10-28,Delivered,Direct Sales,45,214597.5,38627.55,0.0,253225.05,142600.0,71997.5,Delayed,6,12.0,False
ORD-000438,CUS-0050,2026-08-01,2026-08-14,2026-08-08,2026-08-12,Delivered,Website,60,124877.5,22477.95,0.0,147355.45,91700.0,33177.5,On Time,0,11.0,False
ORD-000439,CUS-0084,2026-03-01,2026-03-10,2026-03-04,2026-03-06,Partially Returned,Website,30,1028670.0,185160.6,0.0,1213830.6,811850.0,216820.0,On Time,0,5.0,False
