order_item_id,order_id,product_id,quantity,unit_price,unit_cost,discount_percent,discount_amount,line_total,line_cost
ITM-0002927,ORD-000795,PRD-0016,3,18750.0,12900.0,0.0,0.0,56250.0,38700.0
ITM-0002928,ORD-000795,PRD-0034,21,2800.0,1650.0,0.0,0.0,58800.0,34650.0
ITM-0002929,ORD-000796,PRD-0005,3,11500.0,7900.0,12.5,4312.5,30187.5,23700.0
ITM-0002930,ORD-000796,PRD-0013,14,8750.0,5350.0,7.5,9187.5,113312.5,74900.0
ITM-0002931,ORD-000796,PRD-0014,5,199750.0,146450.0,5.0,49937.5,948812.5,732250.0
ITM-0002932,ORD-000797,PRD-0029,18,30900.0,21650.0,7.5,41715.0,514485.0,389700.0
ITM-0002933,ORD-000797,PRD-0033,11,88100.0,66350.0,7.5,72682.5,896417.5,729850.0
ITM-0002934,ORD-000797,PRD-0031,33,1600.0,900.0,2.5,1320.0,51480.0,29700.0
ITM-0002935,ORD-000797,PRD-0009,4,75050.0,56000.0,0.0,0.0,300200.0,224000.0
ITM-0002936,ORD-000797,PRD-0057,18,25450.0,17350.0,0.0,0.0,458100.0,312300.0
ITM-0002937,ORD-000797,PRD-0019,11,2950.0,1850.0,0.0,0.0,32450.0,20350.0
ITM-0002938,ORD-000797,PRD-0022,11,13950.0,9250.0,5.0,7672.5,145777.5,101750.0
ITM-0002939,ORD-000798,PRD-0001,5,49000.0,35150.0,0.0,0.0,245000.0,175750.0
ITM-0002940,ORD-000798,PRD-0047,5,67750.0,48250.0,10.0,33875.0,304875.0,241250.0
ITM-0002941,ORD-000798,PRD-0004,15,7100.0,4600.0,7.5,7987.5,98512.5,69000.0
ITM-0002942,ORD-000798,PRD-0006,9,27000.0,19650.0,5.0,12150.0,230850.0,176850.0
ITM-0002943,ORD-000799,PRD-0069,6,41700.0,30300.0,0.0,0.0,250200.0,181800.0
ITM-0002944,ORD-000799,PRD-0023,5,46600.0,33950.0,7.5,17475.0,215525.0,169750.0
ITM-0002945,ORD-000799,PRD-0066,18,5300.0,3250.0,7.5,7155.0,88245.0,58500.0
ITM-0002946,ORD-000799,PRD-0067,10,2050.0,1250.0,5.0,1025.0,19475.0,12500.0
ITM-0002947,ORD-000800,PRD-0023,7,46600.0,33950.0,5.0,16310.0,309890.0,237650.0
ITM-0002948,ORD-000800,PRD-0007,4,33250.0,23700.0,0.0,0.0,133000.0,94800.0
ITM-0002949,ORD-000801,PRD-0055,8,43600.0,31400.0,10.0,34880.0,313920.0,251200.0
ITM-0002950,ORD-000801,PRD-0036,10,170650.0,122850.0,5.0,85325.0,1621175.0,1228500.0
ITM-0002951,ORD-000802,PRD-0013,13,8750.0,5350.0,2.5,2843.75,110906.25,69550.0
ITM-0002952,ORD-000802,PRD-0058,3,28050.0,19450.0,0.0,0.0,84150.0,58350.0
ITM-0002953,ORD-000802,PRD-0007,3,33250.0,23700.0,10.0,9975.0,89775.0,71100.0
ITM-0002954,ORD-000802,PRD-0017,3,15250.0,10000.0,10.0,4575.0,41175.0,30000.0
ITM-0002955,ORD-000802,PRD-0045,7,4400.0,2800.0,0.0,0.0,30800.0,19600.0
ITM-0002956,ORD-000803,PRD-0057,7,25450.0,17350.0,10.0,17815.0,160335.0,121450.0
ITM-0002957,ORD-000803,PRD-0011,4,50250.0,35950.0,5.0,10050.0,190950.0,143800.0
ITM-0002958,ORD-000803,PRD-0005,24,11500.0,7900.0,10.0,27600.0,248400.0,189600.0
ITM-0002959,ORD-000803,PRD-0053,13,50250.0,36300.0,5.0,32662.5,620587.5,471900.0
ITM-0002960,ORD-000803,PRD-0019,15,2950.0,1850.0,5.0,2212.5,42037.5,27750.0
ITM-0002961,ORD-000803,PRD-0069,4,41700.0,30300.0,7.5,12510.0,154290.0,121200.0
ITM-0002962,ORD-000803,PRD-0058,4,28050.0,19450.0,0.0,0.0,112200.0,77800.0
ITM-0002963,ORD-000804,PRD-0058,7,28050.0,19450.0,0.0,0.0,196350.0,136150.0
ITM-0002964,ORD-000804,PRD-0024,15,17950.0,12350.0,0.0,0.0,269250.0,185250.0
ITM-0002965,ORD-000804,PRD-0054,22,6000.0,4000.0,0.0,0.0,132000.0,88000.0
ITM-0002966,ORD-000804,PRD-0065,13,9000.0,5800.0,0.0,0.0,117000.0,75400.0
ITM-0002967,ORD-000804,PRD-0037,33,7650.0,5500.0,7.5,18933.75,233516.25,181500.0
ITM-0002968,ORD-000804,PRD-0034,6,2800.0,1650.0,5.0,840.0,15960.0,9900.0
ITM-0002969,ORD-000804,PRD-0050,20,1200.0,650.0,7.5,1800.0,22200.0,13000.0
ITM-0002970,ORD-000805,PRD-0007,10,33250.0,23700.0,0.0,0.0,332500.0,237000.0
ITM-0002971,ORD-000805,PRD-0037,40,7650.0,5500.0,2.5,7650.0,298350.0,220000.0
ITM-0002972,ORD-000805,PRD-0057,5,25450.0,17350.0,12.5,15906.25,111343.75,86750.0
ITM-0002973,ORD-000805,PRD-0045,20,4400.0,2800.0,7.5,6600.0,81400.0,56000.0
ITM-0002974,ORD-000805,PRD-0017,8,15250.0,10000.0,0.0,0.0,122000.0,80000.0
ITM-0002975,ORD-000806,PRD-0013,26,8750.0,5350.0,2.5,5687.5,221812.5,139100.0
ITM-0002976,ORD-000806,PRD-0017,5,15250.0,10000.0,10.0,7625.0,68625.0,50000.0
ITM-0002977,ORD-000806,PRD-0050,35,1200.0,650.0,5.0,2100.0,39900.0,22750.0
ITM-0002978,ORD-000806,PRD-0005,9,11500.0,7900.0,7.5,7762.5,95737.5,71100.0
ITM-0002979,ORD-000806,PRD-0031,33,1600.0,900.0,0.0,0.0,52800.0,29700.0
ITM-0002980,ORD-000807,PRD-0004,50,7100.0,4600.0,5.0,17750.0,337250.0,230000.0
ITM-0002981,ORD-000807,PRD-0065,54,9000.0,5800.0,7.5,36450.0,449550.0,313200.0
ITM-0002982,ORD-000808,PRD-0014,6,199750.0,146450.0,7.5,89887.5,1108612.5,878700.0
ITM-0002983,ORD-000808,PRD-0050,6,1200.0,650.0,12.5,900.0,6300.0,3900.0
ITM-0002984,ORD-000808,PRD-0043,11,35950.0,25500.0,7.5,29658.75,365791.25,280500.0
ITM-0002985,ORD-000808,PRD-0001,9,49000.0,35150.0,5.0,22050.0,418950.0,316350.0
ITM-0002986,ORD-000808,PRD-0063,19,12650.0,8000.0,2.5,6008.75,234341.25,152000.0
ITM-0002987,ORD-000809,PRD-0008,5,11400.0,7800.0,5.0,2850.0,54150.0,39000.0
ITM-0002988,ORD-000809,PRD-0037,36,7650.0,5500.0,10.0,27540.0,247860.0,198000.0
ITM-0002989,ORD-000809,PRD-0049,12,2250.0,1400.0,12.5,3375.0,23625.0,16800.0
ITM-0002990,ORD-000810,PRD-0059,25,1850.0,1050.0,5.0,2312.5,43937.5,26250.0
ITM-0002991,ORD-000810,PRD-0066,21,5300.0,3250.0,7.5,8347.5,102952.5,68250.0
ITM-0002992,ORD-000810,PRD-0021,4,151550.0,109750.0,10.0,60620.0,545580.0,439000.0
ITM-0002993,ORD-000810,PRD-0009,8,75050.0,56000.0,0.0,0.0,600400.0,448000.0
ITM-0002994,ORD-000811,PRD-0053,7,50250.0,36300.0,10.0,35175.0,316575.0,254100.0
ITM-0002995,ORD-000811,PRD-0065,29,9000.0,5800.0,7.5,19575.0,241425.0,168200.0
ITM-0002996,ORD-000811,PRD-0011,9,50250.0,35950.0,5.0,22612.5,429637.5,323550.0
ITM-0002997,ORD-000811,PRD-0063,46,12650.0,8000.0,2.5,14547.5,567352.5,368000.0
ITM-0002998,ORD-000811,PRD-0009,4,75050.0,56000.0,2.5,7505.0,292695.0,224000.0
ITM-0002999,ORD-000811,PRD-0036,9,170650.0,122850.0,5.0,76792.5,1459057.5,1105650.0
ITM-0003000,ORD-000811,PRD-0033,9,88100.0,66350.0,5.0,39645.0,753255.0,597150.0
ITM-0003001,ORD-000812,PRD-0005,10,11500.0,7900.0,2.5,2875.0,112125.0,79000.0
ITM-0003002,ORD-000812,PRD-0018,3,39400.0,29550.0,5.0,5910.0,112290.0,88650.0
ITM-0003003,ORD-000812,PRD-0022,3,13950.0,9250.0,7.5,3138.75,38711.25,27750.0
ITM-0003004,ORD-000812,PRD-0037,31,7650.0,5500.0,5.0,11857.5,225292.5,170500.0
ITM-0003005,ORD-000812,PRD-0055,3,43600.0,31400.0,5.0,6540.0,124260.0,94200.0
ITM-0003006,ORD-000813,PRD-0031,23,1600.0,900.0,0.0,0.0,36800.0,20700.0
ITM-0003007,ORD-000813,PRD-0052,8,40400.0,29250.0,2.5,8080.0,315120.0,234000.0
ITM-0003008,ORD-000814,PRD-0050,19,1200.0,650.0,2.5,570.0,22230.0,12350.0
ITM-0003009,ORD-000814,PRD-0006,5,27000.0,19650.0,7.5,10125.0,124875.0,98250.0
ITM-0003010,ORD-000815,PRD-0058,8,28050.0,19450.0,2.5,5610.0,218790.0,155600.0
ITM-0003011,ORD-000815,PRD-0044,17,3350.0,2000.0,5.0,2847.5,54102.5,34000.0
ITM-0003012,ORD-000816,PRD-0004,20,7100.0,4600.0,7.5,10650.0,131350.0,92000.0
ITM-0003013,ORD-000816,PRD-0047,17,67750.0,48250.0,5.0,57587.5,1094162.5,820250.0
ITM-0003014,ORD-000816,PRD-0016,17,18750.0,12900.0,7.5,23906.25,294843.75,219300.0
ITM-0003015,ORD-000816,PRD-0009,20,75050.0,56000.0,0.0,0.0,1501000.0,1120000.0
ITM-0003016,ORD-000816,PRD-0040,17,70550.0,49600.0,5.0,59967.5,1139382.5,843200.0
ITM-0003017,ORD-000816,PRD-0013,68,8750.0,5350.0,0.0,0.0,595000.0,363800.0
ITM-0003018,ORD-000816,PRD-0008,14,11400.0,7800.0,2.5,3990.0,155610.0,109200.0
ITM-0003019,ORD-000817,PRD-0045,23,4400.0,2800.0,10.0,10120.0,91080.0,64400.0
ITM-0003020,ORD-000817,PRD-0034,6,2800.0,1650.0,2.5,420.0,16380.0,9900.0
ITM-0003021,ORD-000817,PRD-0011,3,50250.0,35950.0,7.5,11306.25,139443.75,107850.0
ITM-0003022,ORD-000818,PRD-0005,13,11500.0,7900.0,12.5,18687.5,130812.5,102700.0
ITM-0003023,ORD-000819,PRD-0040,15,70550.0,49600.0,5.0,52912.5,1005337.5,744000.0
ITM-0003024,ORD-000819,PRD-0032,15,383350.0,305700.0,7.5,431268.75,5318981.25,4585500.0
ITM-0003025,ORD-000819,PRD-0034,9,2800.0,1650.0,5.0,1260.0,23940.0,14850.0
ITM-0003026,ORD-000819,PRD-0045,22,4400.0,2800.0,5.0,4840.0,91960.0,61600.0
ITM-0003027,ORD-000819,PRD-0009,15,75050.0,56000.0,0.0,0.0,1125750.0,840000.0
ITM-0003028,ORD-000819,PRD-0004,31,7100.0,4600.0,7.5,16507.5,203592.5,142600.0
ITM-0003029,ORD-000820,PRD-0016,4,18750.0,12900.0,0.0,0.0,75000.0,51600.0
ITM-0003030,ORD-000820,PRD-0034,7,2800.0,1650.0,0.0,0.0,19600.0,11550.0
ITM-0003031,ORD-000821,PRD-0009,7,75050.0,56000.0,0.0,0.0,525350.0,392000.0
ITM-0003032,ORD-000821,PRD-0038,13,32300.0,22650.0,5.0,20995.0,398905.0,294450.0
ITM-0003033,ORD-000821,PRD-0022,9,13950.0,9250.0,7.5,9416.25,116133.75,83250.0
ITM-0003034,ORD-000821,PRD-0050,24,1200.0,650.0,7.5,2160.0,26640.0,15600.0
ITM-0003035,ORD-000821,PRD-0031,26,1600.0,900.0,10.0,4160.0,37440.0,23400.0
ITM-0003036,ORD-000822,PRD-0034,2,2800.0,1650.0,7.5,420.0,5180.0,3300.0
ITM-0003037,ORD-000822,PRD-0030,15,35850.0,25550.0,10.0,53775.0,483975.0,383250.0
ITM-0003038,ORD-000823,PRD-0045,24,4400.0,2800.0,2.5,2640.0,102960.0,67200.0
ITM-0003039,ORD-000823,PRD-0053,12,50250.0,36300.0,7.5,45225.0,557775.0,435600.0
ITM-0003040,ORD-000823,PRD-0021,10,151550.0,109750.0,7.5,113662.5,1401837.5,1097500.0
ITM-0003041,ORD-000823,PRD-0019,16,2950.0,1850.0,12.5,5900.0,41300.0,29600.0
ITM-0003042,ORD-000824,PRD-0059,15,1850.0,1050.0,2.5,693.75,27056.25,15750.0
ITM-0003043,ORD-000824,PRD-0006,2,27000.0,19650.0,0.0,0.0,54000.0,39300.0
ITM-0003044,ORD-000824,PRD-0003,3,88300.0,65000.0,5.0,13245.0,251655.0,195000.0
ITM-0003045,ORD-000825,PRD-0007,3,33250.0,23700.0,2.5,2493.75,97256.25,71100.0
ITM-0003046,ORD-000825,PRD-0034,5,2800.0,1650.0,7.5,1050.0,12950.0,8250.0
ITM-0003047,ORD-000825,PRD-0009,3,75050.0,56000.0,10.0,22515.0,202635.0,168000.0
ITM-0003048,ORD-000826,PRD-0066,7,5300.0,3250.0,5.0,1855.0,35245.0,22750.0
ITM-0003049,ORD-000826,PRD-0059,8,1850.0,1050.0,12.5,1850.0,12950.0,8400.0
ITM-0003050,ORD-000827,PRD-0025,17,32700.0,22850.0,0.0,0.0,555900.0,388450.0
ITM-0003051,ORD-000827,PRD-0040,6,70550.0,49600.0,10.0,42330.0,380970.0,297600.0
ITM-0003052,ORD-000827,PRD-0053,14,50250.0,36300.0,0.0,0.0,703500.0,508200.0
ITM-0003053,ORD-000827,PRD-0007,6,33250.0,23700.0,5.0,9975.0,189525.0,142200.0
ITM-0003054,ORD-000827,PRD-0022,11,13950.0,9250.0,7.5,11508.75,141941.25,101750.0
ITM-0003055,ORD-000828,PRD-0069,10,41700.0,30300.0,7.5,31275.0,385725.0,303000.0
ITM-0003056,ORD-000828,PRD-0030,7,35850.0,25550.0,10.0,25095.0,225855.0,178850.0
ITM-0003057,ORD-000828,PRD-0060,10,16450.0,11150.0,10.0,16450.0,148050.0,111500.0
ITM-0003058,ORD-000828,PRD-0005,14,11500.0,7900.0,10.0,16100.0,144900.0,110600.0
ITM-0003059,ORD-000829,PRD-0007,8,33250.0,23700.0,10.0,26600.0,239400.0,189600.0
ITM-0003060,ORD-000830,PRD-0049,17,2250.0,1400.0,5.0,1912.5,36337.5,23800.0
ITM-0003061,ORD-000830,PRD-0037,38,7650.0,5500.0,2.5,7267.5,283432.5,209000.0
ITM-0003062,ORD-000831,PRD-0023,18,46600.0,33950.0,0.0,0.0,838800.0,611100.0
ITM-0003063,ORD-000831,PRD-0034,22,2800.0,1650.0,2.5,1540.0,60060.0,36300.0
ITM-0003064,ORD-000831,PRD-0003,4,88300.0,65000.0,2.5,8830.0,344370.0,260000.0
ITM-0003065,ORD-000832,PRD-0030,13,35850.0,25550.0,5.0,23302.5,442747.5,332150.0
ITM-0003066,ORD-000832,PRD-0026,32,5050.0,3050.0,5.0,8080.0,153520.0,97600.0
ITM-0003067,ORD-000832,PRD-0011,16,50250.0,35950.0,10.0,80400.0,723600.0,575200.0
ITM-0003068,ORD-000833,PRD-0066,11,5300.0,3250.0,10.0,5830.0,52470.0,35750.0
ITM-0003069,ORD-000834,PRD-0005,34,11500.0,7900.0,5.0,19550.0,371450.0,268600.0
ITM-0003070,ORD-000834,PRD-0045,11,4400.0,2800.0,0.0,0.0,48400.0,30800.0
ITM-0003071,ORD-000835,PRD-0050,25,1200.0,650.0,7.5,2250.0,27750.0,16250.0
ITM-0003072,ORD-000835,PRD-0008,3,11400.0,7800.0,5.0,1710.0,32490.0,23400.0
ITM-0003073,ORD-000836,PRD-0069,4,41700.0,30300.0,10.0,16680.0,150120.0,121200.0
ITM-0003074,ORD-000836,PRD-0009,2,75050.0,56000.0,10.0,15010.0,135090.0,112000.0
ITM-0003075,ORD-000837,PRD-0053,10,50250.0,36300.0,5.0,25125.0,477375.0,363000.0
ITM-0003076,ORD-000837,PRD-0005,32,11500.0,7900.0,0.0,0.0,368000.0,252800.0
ITM-0003077,ORD-000838,PRD-0060,18,16450.0,11150.0,10.0,29610.0,266490.0,200700.0
ITM-0003078,ORD-000838,PRD-0039,32,13350.0,9100.0,2.5,10680.0,416520.0,291200.0
ITM-0003079,ORD-000838,PRD-0009,18,75050.0,56000.0,12.5,168862.5,1182037.5,1008000.0
ITM-0003080,ORD-000838,PRD-0002,36,52050.0,38100.0,2.5,46845.0,1826955.0,1371600.0
ITM-0003081,ORD-000838,PRD-0045,46,4400.0,2800.0,5.0,10120.0,192280.0,128800.0
ITM-0003082,ORD-000838,PRD-0058,14,28050.0,19450.0,10.0,39270.0,353430.0,272300.0
ITM-0003083,ORD-000838,PRD-0010,4,50450.0,37650.0,5.0,10090.0,191710.0,150600.0
ITM-0003084,ORD-000839,PRD-0066,14,5300.0,3250.0,5.0,3710.0,70490.0,45500.0
ITM-0003085,ORD-000839,PRD-0014,9,199750.0,146450.0,0.0,0.0,1797750.0,1318050.0
ITM-0003086,ORD-000840,PRD-0053,5,50250.0,36300.0,7.5,18843.75,232406.25,181500.0
ITM-0003087,ORD-000840,PRD-0005,33,11500.0,7900.0,5.0,18975.0,360525.0,260700.0
ITM-0003088,ORD-000840,PRD-0045,24,4400.0,2800.0,5.0,5280.0,100320.0,67200.0
ITM-0003089,ORD-000840,PRD-0066,7,5300.0,3250.0,7.5,2782.5,34317.5,22750.0
ITM-0003090,ORD-000840,PRD-0052,14,40400.0,29250.0,5.0,28280.0,537320.0,409500.0
ITM-0003091,ORD-000840,PRD-0049,35,2250.0,1400.0,7.5,5906.25,72843.75,49000.0
ITM-0003092,ORD-000841,PRD-0037,43,7650.0,5500.0,5.0,16447.5,312502.5,236500.0
ITM-0003093,ORD-000841,PRD-0055,11,43600.0,31400.0,0.0,0.0,479600.0,345400.0
ITM-0003094,ORD-000841,PRD-0019,17,2950.0,1850.0,2.5,1253.75,48896.25,31450.0
ITM-0003095,ORD-000841,PRD-0046,17,141200.0,107400.0,2.5,60010.0,2340390.0,1825800.0
ITM-0003096,ORD-000841,PRD-0031,28,1600.0,900.0,7.5,3360.0,41440.0,25200.0
ITM-0003097,ORD-000842,PRD-0022,8,13950.0,9250.0,7.5,8370.0,103230.0,74000.0
ITM-0003098,ORD-000842,PRD-0047,4,67750.0,48250.0,5.0,13550.0,257450.0,193000.0
ITM-0003099,ORD-000843,PRD-0064,14,40250.0,28850.0,0.0,0.0,563500.0,403900.0
ITM-0003100,ORD-000843,PRD-0007,12,33250.0,23700.0,0.0,0.0,399000.0,284400.0
ITM-0003101,ORD-000843,PRD-0027,50,11500.0,7200.0,5.0,28750.0,546250.0,360000.0
ITM-0003102,ORD-000844,PRD-0031,33,1600.0,900.0,7.5,3960.0,48840.0,29700.0
ITM-0003103,ORD-000844,PRD-0048,20,160400.0,117650.0,2.5,80200.0,3127800.0,2353000.0
ITM-0003104,ORD-000845,PRD-0054,4,6000.0,4000.0,7.5,1800.0,22200.0,16000.0
ITM-0003105,ORD-000845,PRD-0066,12,5300.0,3250.0,5.0,3180.0,60420.0,39000.0
ITM-0003106,ORD-000845,PRD-0027,34,11500.0,7200.0,2.5,9775.0,381225.0,244800.0
ITM-0003107,ORD-000845,PRD-0045,15,4400.0,2800.0,0.0,0.0,66000.0,42000.0
ITM-0003108,ORD-000845,PRD-0058,1,28050.0,19450.0,5.0,1402.5,26647.5,19450.0
ITM-0003109,ORD-000846,PRD-0059,39,1850.0,1050.0,7.5,5411.25,66738.75,40950.0
ITM-0003110,ORD-000846,PRD-0027,46,11500.0,7200.0,7.5,39675.0,489325.0,331200.0
ITM-0003111,ORD-000847,PRD-0045,37,4400.0,2800.0,7.5,12210.0,150590.0,103600.0
ITM-0003112,ORD-000847,PRD-0009,13,75050.0,56000.0,0.0,0.0,975650.0,728000.0
ITM-0003113,ORD-000847,PRD-0060,10,16450.0,11150.0,5.0,8225.0,156275.0,111500.0
ITM-0003114,ORD-000847,PRD-0034,20,2800.0,1650.0,0.0,0.0,56000.0,33000.0
ITM-0003115,ORD-000847,PRD-0001,13,49000.0,35150.0,5.0,31850.0,605150.0,456950.0
ITM-0003116,ORD-000847,PRD-0037,27,7650.0,5500.0,0.0,0.0,206550.0,148500.0
ITM-0003117,ORD-000847,PRD-0067,30,2050.0,1250.0,2.5,1537.5,59962.5,37500.0
ITM-0003118,ORD-000848,PRD-0057,5,25450.0,17350.0,0.0,0.0,127250.0,86750.0
ITM-0003119,ORD-000848,PRD-0069,7,41700.0,30300.0,5.0,14595.0,277305.0,212100.0
ITM-0003120,ORD-000848,PRD-0050,7,1200.0,650.0,5.0,420.0,7980.0,4550.0
ITM-0003121,ORD-000848,PRD-0017,9,15250.0,10000.0,7.5,10293.75,126956.25,90000.0
ITM-0003122,ORD-000848,PRD-0033,11,88100.0,66350.0,0.0,0.0,969100.0,729850.0
ITM-0003123,ORD-000849,PRD-0069,4,41700.0,30300.0,5.0,8340.0,158460.0,121200.0
ITM-0003124,ORD-000849,PRD-0029,19,30900.0,21650.0,2.5,14677.5,572422.5,411350.0
ITM-0003125,ORD-000849,PRD-0066,39,5300.0,3250.0,7.5,15502.5,191197.5,126750.0
ITM-0003126,ORD-000850,PRD-0026,48,5050.0,3050.0,5.0,12120.0,230280.0,146400.0
ITM-0003127,ORD-000850,PRD-0025,12,32700.0,22850.0,2.5,9810.0,382590.0,274200.0
ITM-0003128,ORD-000851,PRD-0058,21,28050.0,19450.0,0.0,0.0,589050.0,408450.0
ITM-0003129,ORD-000851,PRD-0007,11,33250.0,23700.0,2.5,9143.75,356606.25,260700.0
ITM-0003130,ORD-000851,PRD-0004,25,7100.0,4600.0,0.0,0.0,177500.0,115000.0
ITM-0003131,ORD-000852,PRD-0045,49,4400.0,2800.0,0.0,0.0,215600.0,137200.0
ITM-0003132,ORD-000852,PRD-0064,18,40250.0,28850.0,10.0,72450.0,652050.0,519300.0
ITM-0003133,ORD-000852,PRD-0034,18,2800.0,1650.0,0.0,0.0,50400.0,29700.0
ITM-0003134,ORD-000852,PRD-0003,4,88300.0,65000.0,2.5,8830.0,344370.0,260000.0
ITM-0003135,ORD-000853,PRD-0069,13,41700.0,30300.0,5.0,27105.0,514995.0,393900.0
ITM-0003136,ORD-000853,PRD-0021,3,151550.0,109750.0,2.5,11366.25,443283.75,329250.0
ITM-0003137,ORD-000853,PRD-0029,10,30900.0,21650.0,7.5,23175.0,285825.0,216500.0
ITM-0003138,ORD-000853,PRD-0034,13,2800.0,1650.0,7.5,2730.0,33670.0,21450.0
ITM-0003139,ORD-000853,PRD-0011,16,50250.0,35950.0,10.0,80400.0,723600.0,575200.0
ITM-0003140,ORD-000853,PRD-0013,78,8750.0,5350.0,5.0,34125.0,648375.0,417300.0
ITM-0003141,ORD-000853,PRD-0061,36,5600.0,3650.0,5.0,10080.0,191520.0,131400.0
ITM-0003142,ORD-000854,PRD-0047,7,67750.0,48250.0,10.0,47425.0,426825.0,337750.0
ITM-0003143,ORD-000854,PRD-0049,30,2250.0,1400.0,5.0,3375.0,64125.0,42000.0
ITM-0003144,ORD-000854,PRD-0026,52,5050.0,3050.0,5.0,13130.0,249470.0,158600.0
ITM-0003145,ORD-000854,PRD-0043,9,35950.0,25500.0,12.5,40443.75,283106.25,229500.0
ITM-0003146,ORD-000854,PRD-0030,13,35850.0,25550.0,5.0,23302.5,442747.5,332150.0
ITM-0003147,ORD-000854,PRD-0066,11,5300.0,3250.0,0.0,0.0,58300.0,35750.0
ITM-0003148,ORD-000855,PRD-0005,13,11500.0,7900.0,10.0,14950.0,134550.0,102700.0
ITM-0003149,ORD-000855,PRD-0003,4,88300.0,65000.0,5.0,17660.0,335540.0,260000.0
ITM-0003150,ORD-000855,PRD-0070,14,5100.0,3300.0,0.0,0.0,71400.0,46200.0
ITM-0003151,ORD-000856,PRD-0014,3,199750.0,146450.0,7.5,44943.75,554306.25,439350.0
ITM-0003152,ORD-000856,PRD-0040,5,70550.0,49600.0,10.0,35275.0,317475.0,248000.0
ITM-0003153,ORD-000856,PRD-0045,24,4400.0,2800.0,5.0,5280.0,100320.0,67200.0
ITM-0003154,ORD-000856,PRD-0011,14,50250.0,35950.0,7.5,52762.5,650737.5,503300.0
ITM-0003155,ORD-000856,PRD-0034,8,2800.0,1650.0,5.0,1120.0,21280.0,13200.0
ITM-0003156,ORD-000857,PRD-0039,16,13350.0,9100.0,7.5,16020.0,197580.0,145600.0
ITM-0003157,ORD-000857,PRD-0050,6,1200.0,650.0,0.0,0.0,7200.0,3900.0
ITM-0003158,ORD-000857,PRD-0024,12,17950.0,12350.0,5.0,10770.0,204630.0,148200.0
ITM-0003159,ORD-000857,PRD-0048,7,160400.0,117650.0,5.0,56140.0,1066660.0,823550.0
ITM-0003160,ORD-000858,PRD-0059,5,1850.0,1050.0,7.5,693.75,8556.25,5250.0
ITM-0003161,ORD-000858,PRD-0043,2,35950.0,25500.0,0.0,0.0,71900.0,51000.0
ITM-0003162,ORD-000859,PRD-0061,10,5600.0,3650.0,7.5,4200.0,51800.0,36500.0
ITM-0003163,ORD-000859,PRD-0066,17,5300.0,3250.0,2.5,2252.5,87847.5,55250.0
ITM-0003164,ORD-000860,PRD-0053,10,50250.0,36300.0,0.0,0.0,502500.0,363000.0
ITM-0003165,ORD-000860,PRD-0063,18,12650.0,8000.0,2.5,5692.5,222007.5,144000.0
ITM-0003166,ORD-000860,PRD-0007,8,33250.0,23700.0,7.5,19950.0,246050.0,189600.0
ITM-0003167,ORD-000860,PRD-0016,5,18750.0,12900.0,5.0,4687.5,89062.5,64500.0
ITM-0003168,ORD-000860,PRD-0005,33,11500.0,7900.0,10.0,37950.0,341550.0,260700.0
ITM-0003169,ORD-000860,PRD-0038,10,32300.0,22650.0,7.5,24225.0,298775.0,226500.0
ITM-0003170,ORD-000861,PRD-0068,13,29000.0,20900.0,0.0,0.0,377000.0,271700.0
ITM-0003171,ORD-000861,PRD-0038,10,32300.0,22650.0,10.0,32300.0,290700.0,226500.0
ITM-0003172,ORD-000861,PRD-0034,3,2800.0,1650.0,0.0,0.0,8400.0,4950.0
ITM-0003173,ORD-000862,PRD-0046,11,141200.0,107400.0,7.5,116490.0,1436710.0,1181400.0
ITM-0003174,ORD-000862,PRD-0006,6,27000.0,19650.0,10.0,16200.0,145800.0,117900.0
ITM-0003175,ORD-000863,PRD-0034,3,2800.0,1650.0,7.5,630.0,7770.0,4950.0
ITM-0003176,ORD-000863,PRD-0023,6,46600.0,33950.0,7.5,20970.0,258630.0,203700.0
ITM-0003177,ORD-000863,PRD-0066,15,5300.0,3250.0,10.0,7950.0,71550.0,48750.0
ITM-0003178,ORD-000863,PRD-0024,14,17950.0,12350.0,5.0,12565.0,238735.0,172900.0
ITM-0003179,ORD-000863,PRD-0005,11,11500.0,7900.0,0.0,0.0,126500.0,86900.0
ITM-0003180,ORD-000864,PRD-0069,4,41700.0,30300.0,5.0,8340.0,158460.0,121200.0
ITM-0003181,ORD-000865,PRD-0026,65,5050.0,3050.0,2.5,8206.25,320043.75,198250.0
ITM-0003182,ORD-000865,PRD-0058,14,28050.0,19450.0,0.0,0.0,392700.0,272300.0
ITM-0003183,ORD-000865,PRD-0025,5,32700.0,22850.0,10.0,16350.0,147150.0,114250.0
ITM-0003184,ORD-000866,PRD-0037,27,7650.0,5500.0,10.0,20655.0,185895.0,148500.0
ITM-0003185,ORD-000866,PRD-0054,20,6000.0,4000.0,5.0,6000.0,114000.0,80000.0
ITM-0003186,ORD-000866,PRD-0052,12,40400.0,29250.0,2.5,12120.0,472680.0,351000.0
ITM-0003187,ORD-000866,PRD-0063,49,12650.0,8000.0,7.5,46488.75,573361.25,392000.0
ITM-0003188,ORD-000867,PRD-0034,6,2800.0,1650.0,0.0,0.0,16800.0,9900.0
ITM-0003189,ORD-000867,PRD-0048,6,160400.0,117650.0,5.0,48120.0,914280.0,705900.0
ITM-0003190,ORD-000867,PRD-0063,9,12650.0,8000.0,5.0,5692.5,108157.5,72000.0
