payment_id,invoice_id,order_id,customer_id,payment_date,payment_method,payment_amount
PAY-0000635,INV-000460,ORD-000609,CUS-0067,2026-08-15,Cheque,2093172.5
PAY-0000636,INV-000461,ORD-000610,CUS-0120,2026-07-05,Online Transfer,2249501.69
PAY-0000637,INV-000461,ORD-000610,CUS-0120,2026-07-12,Online Transfer,516191.16
PAY-0000638,INV-000462,ORD-000612,CUS-0024,2026-02-23,Bank Transfer,1317529.0
PAY-0000639,INV-000463,ORD-000613,CUS-0081,2026-08-23,Online Transfer,781941.75
PAY-0000640,INV-000464,ORD-000615,CUS-0108,2026-09-01,Bank Transfer,987400.4
PAY-0000641,INV-000465,ORD-000617,CUS-0058,2026-02-21,Online Transfer,251201.35
PAY-0000642,INV-000466,ORD-000618,CUS-0063,2026-03-20,Bank Transfer,101237.26
PAY-0000643,INV-000466,ORD-000618,CUS-0063,2026-05-11,Online Transfer,124490.84
PAY-0000644,INV-000467,ORD-000619,CUS-0108,2026-05-28,Bank Transfer,252393.15
PAY-0000645,INV-000468,ORD-000621,CUS-0044,2026-08-31,Bank Transfer,1988140.33
PAY-0000646,INV-000469,ORD-000622,CUS-0108,2026-06-15,Cheque,161317.8
PAY-0000647,INV-000470,ORD-000623,CUS-0081,2026-07-05,Bank Transfer,836963.61
PAY-0000648,INV-000470,ORD-000623,CUS-0081,2026-07-14,Bank Transfer,770678.71
PAY-0000649,INV-000471,ORD-000624,CUS-0005,2026-03-12,Cheque,3283329.35
PAY-0000650,INV-000472,ORD-000625,CUS-0107,2026-08-19,Cheque,188519.17
PAY-0000651,INV-000473,ORD-000626,CUS-0049,2026-02-14,Cheque,149966.2
PAY-0000652,INV-000474,ORD-000627,CUS-0029,2025-06-20,Bank Transfer,506768.7
PAY-0000653,INV-000475,ORD-000628,CUS-0095,2026-01-01,Online Transfer,404314.43
PAY-0000654,INV-000475,ORD-000628,CUS-0095,2026-08-18,Cheque,629642.87
PAY-0000655,INV-000476,ORD-000629,CUS-0068,2026-03-12,Cheque,213069.14
PAY-0000656,INV-000476,ORD-000629,CUS-0068,2026-07-07,Bank Transfer,1372634.04
PAY-0000657,INV-000477,ORD-000630,CUS-0074,2025-12-11,Online Transfer,2327436.25
PAY-0000658,INV-000477,ORD-000630,CUS-0074,2026-06-16,Bank Transfer,790182.75
PAY-0000659,INV-000478,ORD-000631,CUS-0098,2026-09-01,Cheque,317889.66
PAY-0000660,INV-000478,ORD-000631,CUS-0098,2026-09-01,Bank Transfer,1090030.29
PAY-0000661,INV-000479,ORD-000632,CUS-0053,2026-04-14,Bank Transfer,640648.53
PAY-0000662,INV-000479,ORD-000632,CUS-0053,2026-06-01,Cheque,257508.47
PAY-0000663,INV-000480,ORD-000633,CUS-0089,2026-04-19,Bank Transfer,3419013.12
PAY-0000664,INV-000481,ORD-000634,CUS-0031,2025-12-06,Cheque,63873.1
PAY-0000665,INV-000481,ORD-000634,CUS-0031,2026-07-08,Bank Transfer,14194.1
PAY-0000666,INV-000482,ORD-000635,CUS-0116,2026-05-19,Bank Transfer,1504976.66
PAY-0000667,INV-000482,ORD-000635,CUS-0116,2026-06-30,Bank Transfer,119964.46
PAY-0000668,INV-000483,ORD-000636,CUS-0017,2026-03-17,Bank Transfer,496716.1
PAY-0000669,INV-000483,ORD-000636,CUS-0017,2026-06-21,Bank Transfer,874263.95
PAY-0000670,INV-000484,ORD-000637,CUS-0010,2026-02-12,Bank Transfer,309331.1
PAY-0000671,INV-000485,ORD-000639,CUS-0049,2025-08-16,Bank Transfer,689196.41
PAY-0000672,INV-000485,ORD-000639,CUS-0049,2025-12-08,Cheque,1430909.59
PAY-0000673,INV-000486,ORD-000641,CUS-0113,2026-04-13,Online Transfer,634750.56
PAY-0000674,INV-000486,ORD-000641,CUS-0113,2026-07-01,Bank Transfer,4766439.84
PAY-0000675,INV-000487,ORD-000644,CUS-0024,2026-04-07,Cheque,5366759.47
PAY-0000676,INV-000488,ORD-000645,CUS-0075,2026-05-13,Bank Transfer,379151.7
PAY-0000677,INV-000489,ORD-000646,CUS-0104,2026-08-09,Cheque,1624656.45
PAY-0000678,INV-000490,ORD-000647,CUS-0117,2025-11-27,Bank Transfer,1175969.18
PAY-0000679,INV-000490,ORD-000647,CUS-0117,2026-02-16,Online Transfer,665233.5
PAY-0000680,INV-000491,ORD-000649,CUS-0105,2026-08-06,Online Transfer,519745.75
PAY-0000681,INV-000492,ORD-000650,CUS-0043,2025-11-15,Bank Transfer,909243.1
PAY-0000682,INV-000493,ORD-000651,CUS-0005,2025-09-22,Bank Transfer,4015321.7
PAY-0000683,INV-000494,ORD-000652,CUS-0103,2026-08-31,Online Transfer,1518586.25
PAY-0000684,INV-000495,ORD-000653,CUS-0046,2025-10-02,Cheque,235335.55
PAY-0000685,INV-000495,ORD-000653,CUS-0046,2026-02-07,Cheque,117867.49
PAY-0000686,INV-000495,ORD-000653,CUS-0046,2026-04-04,Cheque,384858.93
PAY-0000687,INV-000496,ORD-000655,CUS-0094,2026-08-04,Online Transfer,1726404.9
PAY-0000688,INV-000497,ORD-000656,CUS-0067,2026-05-29,Bank Transfer,789290.96
PAY-0000689,INV-000497,ORD-000656,CUS-0067,2026-08-18,Cash,69628.09
PAY-0000690,INV-000498,ORD-000657,CUS-0046,2025-04-27,Bank Transfer,956549.3
PAY-0000691,INV-000499,ORD-000658,CUS-0036,2026-05-12,Cheque,1306221.95
PAY-0000692,INV-000500,ORD-000661,CUS-0097,2026-02-13,Bank Transfer,871419.68
PAY-0000693,INV-000501,ORD-000662,CUS-0096,2026-05-12,Online Transfer,2892952.9
PAY-0000694,INV-000502,ORD-000663,CUS-0059,2026-03-04,Bank Transfer,1081628.68
PAY-0000695,INV-000502,ORD-000663,CUS-0059,2026-06-28,Cheque,388494.97
PAY-0000696,INV-000503,ORD-000664,CUS-0035,2026-08-19,Bank Transfer,238057.62
PAY-0000697,INV-000503,ORD-000664,CUS-0035,2026-09-01,Cheque,428151.65
PAY-0000698,INV-000504,ORD-000665,CUS-0010,2026-08-19,Bank Transfer,1286800.32
PAY-0000699,INV-000505,ORD-000667,CUS-0001,2026-08-28,Online Transfer,148643.21
PAY-0000700,INV-000505,ORD-000667,CUS-0001,2026-08-30,Bank Transfer,112624.72
PAY-0000701,INV-000506,ORD-000668,CUS-0064,2026-04-09,Bank Transfer,440182.71
PAY-0000702,INV-000506,ORD-000668,CUS-0064,2026-05-16,Bank Transfer,492980.47
PAY-0000703,INV-000507,ORD-000670,CUS-0075,2026-06-08,Bank Transfer,129220.23
PAY-0000704,INV-000507,ORD-000670,CUS-0075,2026-07-01,Bank Transfer,551026.17
PAY-0000705,INV-000508,ORD-000671,CUS-0089,2026-07-01,Bank Transfer,1717406.73
PAY-0000706,INV-000508,ORD-000671,CUS-0089,2026-08-02,Online Transfer,1345908.67
PAY-0000707,INV-000509,ORD-000675,CUS-0052,2026-06-19,Bank Transfer,264320.0
PAY-0000708,INV-000510,ORD-000676,CUS-0044,2025-12-12,Bank Transfer,2969565.88
PAY-0000709,INV-000511,ORD-000677,CUS-0095,2026-08-31,Bank Transfer,1063681.99
PAY-0000710,INV-000511,ORD-000677,CUS-0095,2026-09-01,Bank Transfer,1903715.63
PAY-0000711,INV-000512,ORD-000678,CUS-0035,2026-06-05,Bank Transfer,225372.15
PAY-0000712,INV-000513,ORD-000679,CUS-0120,2026-04-28,Cheque,3742606.3
PAY-0000713,INV-000513,ORD-000679,CUS-0120,2026-04-29,Bank Transfer,481255.32
PAY-0000714,INV-000514,ORD-000682,CUS-0023,2025-10-20,Online Transfer,709558.5
PAY-0000715,INV-000514,ORD-000682,CUS-0023,2026-05-29,Cheque,35368.75
PAY-0000716,INV-000514,ORD-000682,CUS-0023,2026-07-13,Bank Transfer,194426.5
PAY-0000717,INV-000515,ORD-000683,CUS-0034,2026-05-29,Bank Transfer,1081616.34
PAY-0000718,INV-000515,ORD-000683,CUS-0034,2026-05-31,Cheque,574689.18
PAY-0000719,INV-000516,ORD-000684,CUS-0046,2026-01-25,Cheque,2541731.8
PAY-0000720,INV-000517,ORD-000686,CUS-0056,2025-09-21,Bank Transfer,253963.49
PAY-0000721,INV-000517,ORD-000686,CUS-0056,2025-12-30,Bank Transfer,142074.02
PAY-0000722,INV-000517,ORD-000686,CUS-0056,2026-08-11,Bank Transfer,1158311.59
PAY-0000723,INV-000518,ORD-000687,CUS-0095,2026-05-23,Bank Transfer,10484907.7
PAY-0000724,INV-000519,ORD-000689,CUS-0084,2026-08-02,Bank Transfer,54328.6
PAY-0000725,INV-000520,ORD-000690,CUS-0053,2026-07-20,Bank Transfer,454401.78
PAY-0000726,INV-000521,ORD-000691,CUS-0075,2025-06-19,Bank Transfer,1971465.14
PAY-0000727,INV-000521,ORD-000691,CUS-0075,2025-08-23,Bank Transfer,1706348.66
PAY-0000728,INV-000521,ORD-000691,CUS-0075,2026-02-01,Bank Transfer,313167.45
PAY-0000729,INV-000522,ORD-000693,CUS-0075,2026-05-26,Bank Transfer,1207515.24
PAY-0000730,INV-000522,ORD-000693,CUS-0075,2026-08-10,Bank Transfer,1093.86
PAY-0000731,INV-000523,ORD-000695,CUS-0005,2026-08-28,Bank Transfer,574606.5
PAY-0000732,INV-000523,ORD-000695,CUS-0005,2026-08-30,Online Transfer,1084218.25
PAY-0000733,INV-000524,ORD-000697,CUS-0107,2026-07-02,Bank Transfer,136546.65
PAY-0000734,INV-000525,ORD-000698,CUS-0085,2026-06-17,Bank Transfer,4255481.2
PAY-0000735,INV-000526,ORD-000699,CUS-0032,2026-08-22,Bank Transfer,303201.0
PAY-0000736,INV-000527,ORD-000700,CUS-0117,2026-07-16,Online Transfer,660677.57
PAY-0000737,INV-000528,ORD-000701,CUS-0003,2025-11-27,Online Transfer,392509.3
PAY-0000738,INV-000529,ORD-000702,CUS-0054,2026-04-06,Bank Transfer,182156.6
PAY-0000739,INV-000530,ORD-000703,CUS-0113,2025-07-24,Cheque,1070971.04
PAY-0000740,INV-000530,ORD-000703,CUS-0113,2026-05-29,Bank Transfer,2199944.71
PAY-0000741,INV-000531,ORD-000705,CUS-0063,2026-08-28,Cheque,1394883.9
PAY-0000742,INV-000532,ORD-000706,CUS-0064,2026-05-21,Bank Transfer,676060.35
PAY-0000743,INV-000533,ORD-000707,CUS-0012,2025-10-13,Bank Transfer,612146.24
PAY-0000744,INV-000534,ORD-000708,CUS-0095,2026-07-28,Bank Transfer,2821669.1
PAY-0000745,INV-000535,ORD-000709,CUS-0092,2026-04-22,Bank Transfer,83495.2
PAY-0000746,INV-000536,ORD-000710,CUS-0089,2026-06-28,Cash,236249.32
PAY-0000747,INV-000536,ORD-000710,CUS-0089,2026-08-07,Cheque,700695.48
PAY-0000748,INV-000536,ORD-000710,CUS-0089,2026-08-15,Bank Transfer,1101760.38
PAY-0000749,INV-000537,ORD-000711,CUS-0074,2026-07-09,Bank Transfer,340453.6
PAY-0000750,INV-000538,ORD-000712,CUS-0050,2026-05-05,Bank Transfer,2888353.85
PAY-0000751,INV-000539,ORD-000713,CUS-0050,2026-01-30,Cheque,709164.61
PAY-0000752,INV-000539,ORD-000713,CUS-0050,2026-04-08,Bank Transfer,2505879.81
PAY-0000753,INV-000540,ORD-000715,CUS-0079,2026-08-21,Bank Transfer,1057454.05
PAY-0000754,INV-000541,ORD-000716,CUS-0046,2026-07-27,Online Transfer,340632.27
PAY-0000755,INV-000541,ORD-000716,CUS-0046,2026-08-25,Bank Transfer,1509483.32
PAY-0000756,INV-000542,ORD-000717,CUS-0090,2026-05-24,Bank Transfer,19884.4
PAY-0000757,INV-000543,ORD-000719,CUS-0084,2026-03-02,Bank Transfer,373106.8
PAY-0000758,INV-000544,ORD-000721,CUS-0039,2026-03-14,Bank Transfer,767768.5
PAY-0000759,INV-000544,ORD-000721,CUS-0039,2026-08-03,Online Transfer,1181246.35
PAY-0000760,INV-000545,ORD-000722,CUS-0037,2025-10-31,Bank Transfer,1116494.96
PAY-0000761,INV-000545,ORD-000722,CUS-0037,2026-05-18,Cheque,228579.66
PAY-0000762,INV-000546,ORD-000724,CUS-0053,2026-05-03,Online Transfer,191747.78
PAY-0000763,INV-000546,ORD-000724,CUS-0053,2026-08-21,Cheque,164299.52
PAY-0000764,INV-000547,ORD-000725,CUS-0043,2026-02-25,Online Transfer,2956802.7
PAY-0000765,INV-000548,ORD-000726,CUS-0049,2026-04-13,Online Transfer,1133740.56
PAY-0000766,INV-000548,ORD-000726,CUS-0049,2026-04-23,Online Transfer,310287.39
PAY-0000767,INV-000549,ORD-000727,CUS-0010,2026-07-03,Bank Transfer,660345.7
PAY-0000768,INV-000550,ORD-000728,CUS-0046,2026-04-13,Online Transfer,1524752.92
PAY-0000769,INV-000550,ORD-000728,CUS-0046,2026-06-27,Cheque,173441.13
PAY-0000770,INV-000551,ORD-000729,CUS-0081,2026-06-06,Cheque,3236515.8
PAY-0000771,INV-000552,ORD-000730,CUS-0049,2026-07-05,Online Transfer,2101119.84
PAY-0000772,INV-000552,ORD-000730,CUS-0049,2026-07-27,Bank Transfer,383148.91
PAY-0000773,INV-000553,ORD-000731,CUS-0095,2026-07-02,Bank Transfer,2143838.75
PAY-0000774,INV-000554,ORD-000732,CUS-0001,2025-07-11,Online Transfer,5524479.75
PAY-0000775,INV-000555,ORD-000734,CUS-0064,2026-08-02,Cheque,3318750.0
PAY-0000776,INV-000556,ORD-000735,CUS-0026,2026-07-15,Bank Transfer,1609874.82
PAY-0000777,INV-000556,ORD-000735,CUS-0026,2026-08-12,Cheque,153540.78
PAY-0000778,INV-000557,ORD-000736,CUS-0114,2026-06-29,Cheque,158835.25
PAY-0000779,INV-000558,ORD-000737,CUS-0058,2026-06-18,Bank Transfer,234303.11
PAY-0000780,INV-000558,ORD-000737,CUS-0058,2026-07-12,Bank Transfer,239684.5
PAY-0000781,INV-000558,ORD-000737,CUS-0058,2026-08-25,Bank Transfer,126706.14
PAY-0000782,INV-000559,ORD-000738,CUS-0064,2026-01-10,Bank Transfer,955720.35
PAY-0000783,INV-000560,ORD-000739,CUS-0079,2026-07-31,Bank Transfer,280474.2
PAY-0000784,INV-000561,ORD-000740,CUS-0045,2026-03-14,Bank Transfer,424955.38
PAY-0000785,INV-000561,ORD-000740,CUS-0045,2026-07-20,Bank Transfer,347236.62
PAY-0000786,INV-000562,ORD-000742,CUS-0002,2026-04-26,Bank Transfer,204712.84
PAY-0000787,INV-000562,ORD-000742,CUS-0002,2026-07-23,Online Transfer,120082.16
PAY-0000788,INV-000563,ORD-000743,CUS-0096,2025-10-03,Cheque,2986049.0
PAY-0000789,INV-000564,ORD-000744,CUS-0068,2026-08-08,Online Transfer,300855.75
PAY-0000790,INV-000565,ORD-000745,CUS-0005,2026-03-06,Bank Transfer,2688287.8
PAY-0000791,INV-000566,ORD-000747,CUS-0002,2025-06-03,Online Transfer,1897709.05
PAY-0000792,INV-000566,ORD-000747,CUS-0002,2025-12-27,Cheque,16961.9
PAY-0000793,INV-000567,ORD-000748,CUS-0104,2025-11-09,Bank Transfer,631488.8
PAY-0000794,INV-000568,ORD-000750,CUS-0011,2026-06-19,Bank Transfer,661663.8
PAY-0000795,INV-000568,ORD-000750,CUS-0011,2026-06-25,Bank Transfer,1248856.5
PAY-0000796,INV-000569,ORD-000751,CUS-0001,2026-07-18,Cheque,466356.65
PAY-0000797,INV-000570,ORD-000753,CUS-0036,2026-07-31,Cheque,33751.7
PAY-0000798,INV-000570,ORD-000753,CUS-0036,2026-08-19,Bank Transfer,2033254.95
PAY-0000799,INV-000570,ORD-000753,CUS-0036,2026-08-26,Bank Transfer,271060.1
PAY-0000800,INV-000571,ORD-000754,CUS-0034,2025-12-27,Online Transfer,1486330.4
PAY-0000801,INV-000572,ORD-000755,CUS-0032,2026-06-14,Cheque,297094.5
PAY-0000802,INV-000573,ORD-000756,CUS-0055,2025-12-08,Bank Transfer,811179.06
PAY-0000803,INV-000573,ORD-000756,CUS-0055,2025-12-16,Online Transfer,128185.16
PAY-0000804,INV-000573,ORD-000756,CUS-0055,2026-07-04,Online Transfer,1317368.08
PAY-0000805,INV-000574,ORD-000757,CUS-0072,2025-12-10,Online Transfer,75373.3
PAY-0000806,INV-000574,ORD-000757,CUS-0072,2026-04-26,Bank Transfer,435939.87
PAY-0000807,INV-000575,ORD-000758,CUS-0061,2026-08-14,Cheque,325051.65
PAY-0000808,INV-000576,ORD-000759,CUS-0073,2026-03-11,Bank Transfer,353716.8
PAY-0000809,INV-000577,ORD-000760,CUS-0005,2026-05-26,Bank Transfer,549043.96
PAY-0000810,INV-000577,ORD-000760,CUS-0005,2026-06-06,Cheque,972866.94
PAY-0000811,INV-000578,ORD-000761,CUS-0047,2026-08-27,Bank Transfer,223508.37
PAY-0000812,INV-000579,ORD-000762,CUS-0075,2026-08-24,Bank Transfer,1314555.55
PAY-0000813,INV-000580,ORD-000763,CUS-0023,2026-08-06,Online Transfer,641057.69
PAY-0000814,INV-000580,ORD-000763,CUS-0023,2026-08-16,Cheque,235599.76
PAY-0000815,INV-000581,ORD-000764,CUS-0096,2026-01-17,Bank Transfer,1163654.05
PAY-0000816,INV-000582,ORD-000766,CUS-0016,2026-02-27,Bank Transfer,1675691.45
PAY-0000817,INV-000583,ORD-000767,CUS-0034,2026-07-31,Bank Transfer,2934515.45
PAY-0000818,INV-000584,ORD-000768,CUS-0011,2026-08-24,Cheque,4132370.11
PAY-0000819,INV-000585,ORD-000769,CUS-0005,2026-07-29,Online Transfer,2811293.95
PAY-0000820,INV-000586,ORD-000771,CUS-0120,2026-03-17,Bank Transfer,410894.1
PAY-0000821,INV-000587,ORD-000773,CUS-0092,2026-06-12,Bank Transfer,629695.97
PAY-0000822,INV-000587,ORD-000773,CUS-0092,2026-08-15,Bank Transfer,399184.46
PAY-0000823,INV-000587,ORD-000773,CUS-0092,2026-08-29,Online Transfer,700316.64
PAY-0000824,INV-000588,ORD-000775,CUS-0100,2026-08-12,Online Transfer,68799.8
PAY-0000825,INV-000589,ORD-000777,CUS-0095,2026-06-27,Bank Transfer,1164013.3
PAY-0000826,INV-000589,ORD-000777,CUS-0095,2026-07-25,Online Transfer,74783.15
PAY-0000827,INV-000590,ORD-000778,CUS-0081,2026-05-05,Cheque,620458.3
PAY-0000828,INV-000591,ORD-000779,CUS-0097,2026-08-03,Bank Transfer,1421069.56
PAY-0000829,INV-000591,ORD-000779,CUS-0097,2026-08-10,Bank Transfer,226334.34
PAY-0000830,INV-000592,ORD-000780,CUS-0107,2026-08-07,Bank Transfer,274239.38
PAY-0000831,INV-000593,ORD-000781,CUS-0059,2026-07-06,Online Transfer,1461612.57
PAY-0000832,INV-000593,ORD-000781,CUS-0059,2026-08-16,Bank Transfer,564167.18
PAY-0000833,INV-000594,ORD-000783,CUS-0016,2026-06-19,Bank Transfer,191412.51
PAY-0000834,INV-000594,ORD-000783,CUS-0016,2026-08-22,Bank Transfer,21084.84
PAY-0000835,INV-000595,ORD-000784,CUS-0084,2026-06-29,Online Transfer,655223.03
PAY-0000836,INV-000596,ORD-000785,CUS-0108,2025-11-17,Bank Transfer,1239902.7
PAY-0000837,INV-000597,ORD-000786,CUS-0100,2026-04-03,Online Transfer,168498.1
PAY-0000838,INV-000598,ORD-000787,CUS-0101,2026-06-27,Bank Transfer,16083.37
PAY-0000839,INV-000599,ORD-000788,CUS-0104,2025-11-22,Bank Transfer,167287.73
PAY-0000840,INV-000599,ORD-000788,CUS-0104,2026-04-12,Bank Transfer,341472.22
PAY-0000841,INV-000600,ORD-000790,CUS-0065,2026-07-29,Online Transfer,1188667.1
PAY-0000842,INV-000601,ORD-000791,CUS-0102,2026-08-11,Bank Transfer,6791336.6
PAY-0000843,INV-000602,ORD-000792,CUS-0043,2026-01-11,Online Transfer,2083451.03
PAY-0000844,INV-000602,ORD-000792,CUS-0043,2026-07-03,Online Transfer,17689.42
PAY-0000845,INV-000603,ORD-000793,CUS-0052,2025-08-22,Online Transfer,2723.68
PAY-0000846,INV-000604,ORD-000795,CUS-0011,2026-07-07,Bank Transfer,5997512.25
PAY-0000847,INV-000605,ORD-000796,CUS-0018,2026-03-31,Cheque,1288928.75
PAY-0000848,INV-000606,ORD-000798,CUS-0069,2026-07-28,Bank Transfer,692902.73
PAY-0000849,INV-000606,ORD-000798,CUS-0069,2026-08-15,Bank Transfer,344597.52
PAY-0000850,INV-000607,ORD-000799,CUS-0088,2026-06-27,Bank Transfer,519139.88
PAY-0000851,INV-000607,ORD-000799,CUS-0088,2026-08-24,Online Transfer,157525.22
PAY-0000852,INV-000608,ORD-000801,CUS-0034,2025-12-03,Cheque,2283412.1
PAY-0000853,INV-000609,ORD-000802,CUS-0013,2026-07-18,Bank Transfer,421031.38
PAY-0000854,INV-000610,ORD-000803,CUS-0095,2026-06-26,Bank Transfer,377022.19
PAY-0000855,INV-000610,ORD-000803,CUS-0095,2026-08-14,Bank Transfer,1426961.81
PAY-0000856,INV-000611,ORD-000804,CUS-0034,2025-11-10,Bank Transfer,1163805.98
PAY-0000857,INV-000612,ORD-000805,CUS-0098,2026-07-20,Online Transfer,1115800.62
PAY-0000858,INV-000613,ORD-000806,CUS-0014,2026-08-29,Bank Transfer,254282.62
PAY-0000859,INV-000614,ORD-000807,CUS-0035,2026-08-18,Bank Transfer,350000.05
PAY-0000860,INV-000614,ORD-000807,CUS-0035,2026-08-26,Cheque,396569.48
PAY-0000861,INV-000614,ORD-000807,CUS-0035,2026-09-01,Bank Transfer,181854.47
PAY-0000862,INV-000615,ORD-000808,CUS-0052,2026-07-14,Bank Transfer,2518114.1
PAY-0000863,INV-000616,ORD-000811,CUS-0034,2026-07-16,Bank Transfer,4790797.05
PAY-0000864,INV-000617,ORD-000813,CUS-0055,2026-08-06,Online Transfer,415265.6
PAY-0000865,INV-000618,ORD-000814,CUS-0076,2026-02-13,Bank Transfer,173583.9
PAY-0000866,INV-000619,ORD-000815,CUS-0100,2026-05-23,Online Transfer,322013.15
PAY-0000867,INV-000620,ORD-000816,CUS-0044,2026-05-31,Online Transfer,5539081.53
PAY-0000868,INV-000621,ORD-000820,CUS-0117,2026-05-29,Bank Transfer,113128.0
PAY-0000869,INV-000622,ORD-000821,CUS-0050,2025-06-07,Bank Transfer,1303273.12
PAY-0000870,INV-000623,ORD-000822,CUS-0012,2026-05-12,Bank Transfer,577202.9
PAY-0000871,INV-000624,ORD-000823,CUS-0094,2026-06-14,Bank Transfer,984088.06
PAY-0000872,INV-000624,ORD-000823,CUS-0094,2026-06-25,Online Transfer,1151299.54
PAY-0000873,INV-000624,ORD-000823,CUS-0094,2026-07-31,Bank Transfer,347181.95
PAY-0000874,INV-000625,ORD-000824,CUS-0093,2025-09-11,Cheque,392599.28
PAY-0000875,INV-000626,ORD-000825,CUS-0117,2026-02-01,Online Transfer,338625.03
PAY-0000876,INV-000626,ORD-000825,CUS-0117,2026-05-22,Online Transfer,30527.64
PAY-0000877,INV-000627,ORD-000831,CUS-0089,2025-12-08,Bank Transfer,1467011.4
PAY-0000878,INV-000628,ORD-000832,CUS-0034,2026-02-19,Cheque,1557443.65
PAY-0000879,INV-000629,ORD-000833,CUS-0104,2026-08-18,Cheque,25254.6
PAY-0000880,INV-000630,ORD-000835,CUS-0034,2026-03-17,Bank Transfer,72583.2
PAY-0000881,INV-000631,ORD-000836,CUS-0092,2026-08-04,Online Transfer,336547.8
PAY-0000882,INV-000632,ORD-000837,CUS-0079,2025-12-30,Cheque,997542.5
PAY-0000883,INV-000633,ORD-000838,CUS-0005,2026-04-09,Online Transfer,4433336.71
PAY-0000884,INV-000633,ORD-000838,CUS-0005,2026-08-03,Cheque,793381.84
PAY-0000885,INV-000634,ORD-000839,CUS-0012,2026-06-12,Bank Transfer,2204523.2
PAY-0000886,INV-000635,ORD-000841,CUS-0096,2026-06-26,Bank Transfer,3802937.92
PAY-0000887,INV-000636,ORD-000843,CUS-0081,2026-06-01,Bank Transfer,1780325.0
PAY-0000888,INV-000637,ORD-000845,CUS-0052,2025-08-16,Bank Transfer,656661.15
PAY-0000889,INV-000638,ORD-000846,CUS-0089,2026-01-30,Online Transfer,656155.22
PAY-0000890,INV-000639,ORD-000847,CUS-0067,2026-08-05,Bank Transfer,2608009.45
PAY-0000891,INV-000640,ORD-000849,CUS-0120,2026-07-10,Bank Transfer,1088054.4
PAY-0000892,INV-000641,ORD-000851,CUS-0089,2026-08-17,Bank Transfer,1164948.07
PAY-0000893,INV-000641,ORD-000851,CUS-0089,2026-08-29,Online Transfer,160376.31
PAY-0000894,INV-000642,ORD-000852,CUS-0024,2025-12-11,Online Transfer,1299847.39
PAY-0000895,INV-000642,ORD-000852,CUS-0024,2026-01-04,Bank Transfer,189808.21
PAY-0000896,INV-000643,ORD-000853,CUS-0024,2026-02-06,Cash,2004113.17
PAY-0000897,INV-000643,ORD-000853,CUS-0024,2026-06-26,Online Transfer,1348583.95
PAY-0000898,INV-000644,ORD-000854,CUS-0074,2026-03-06,Cheque,1798997.02
PAY-0000899,INV-000645,ORD-000858,CUS-0040,2025-06-22,Cheque,34507.63
PAY-0000900,INV-000645,ORD-000858,CUS-0040,2025-07-29,Bank Transfer,61930.75
PAY-0000901,INV-000646,ORD-000859,CUS-0052,2026-08-26,Bank Transfer,74152.82
PAY-0000902,INV-000647,ORD-000861,CUS-0113,2025-08-26,Cheque,28404.65
PAY-0000903,INV-000647,ORD-000861,CUS-0113,2026-03-29,Online Transfer,769393.35
PAY-0000904,INV-000648,ORD-000862,CUS-0089,2026-04-23,Bank Transfer,1867361.8
PAY-0000905,INV-000649,ORD-000863,CUS-0063,2026-05-19,Bank Transfer,275557.32
PAY-0000906,INV-000649,ORD-000863,CUS-0063,2026-08-08,Bank Transfer,5648.25
PAY-0000907,INV-000649,ORD-000863,CUS-0063,2026-08-13,Bank Transfer,548552.73
PAY-0000908,INV-000650,ORD-000864,CUS-0068,2026-07-30,Bank Transfer,8368.8
PAY-0000909,INV-000650,ORD-000864,CUS-0068,2026-08-23,Bank Transfer,178614.0
PAY-0000910,INV-000651,ORD-000865,CUS-0045,2026-05-09,Bank Transfer,1014674.62
PAY-0000911,INV-000652,ORD-000867,CUS-0013,2026-06-07,Bank Transfer,1265759.45
PAY-0000912,INV-000653,ORD-000869,CUS-0083,2026-05-18,Bank Transfer,2414227.81
PAY-0000913,INV-000653,ORD-000869,CUS-0083,2026-07-12,Bank Transfer,1549567.71
PAY-0000914,INV-000654,ORD-000870,CUS-0014,2026-08-14,Bank Transfer,386037.0
PAY-0000915,INV-000655,ORD-000871,CUS-0076,2026-08-08,Bank Transfer,540780.9
PAY-0000916,INV-000655,ORD-000871,CUS-0076,2026-08-30,Cash,234089.7
PAY-0000917,INV-000656,ORD-000872,CUS-0032,2026-01-06,Cheque,9588.1
PAY-0000918,INV-000656,ORD-000872,CUS-0032,2026-03-05,Cheque,680779.75
PAY-0000919,INV-000657,ORD-000873,CUS-0104,2025-08-18,Bank Transfer,415806.92
PAY-0000920,INV-000658,ORD-000874,CUS-0050,2025-12-23,Cash,2730835.05
PAY-0000921,INV-000658,ORD-000874,CUS-0050,2026-02-24,Bank Transfer,2831024.15
PAY-0000922,INV-000659,ORD-000875,CUS-0044,2026-03-30,Cheque,2141284.05
PAY-0000923,INV-000660,ORD-000876,CUS-0008,2026-04-27,Cheque,621467.06
PAY-0000924,INV-000661,ORD-000878,CUS-0115,2026-03-06,Bank Transfer,775333.66
PAY-0000925,INV-000661,ORD-000878,CUS-0115,2026-08-19,Online Transfer,351427.69
PAY-0000926,INV-000662,ORD-000879,CUS-0043,2026-07-05,Bank Transfer,445318.01
PAY-0000927,INV-000662,ORD-000879,CUS-0043,2026-07-08,Bank Transfer,266030.05
PAY-0000928,INV-000662,ORD-000879,CUS-0043,2026-07-17,Bank Transfer,93208.39
